Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),tract,geoid,block_group
99707,Graffiti,32.72868038,-117.225621,8/15/16,Graffiti  at 1701?1741 Rosecrans St,Closed,Black graffiti on fence pillar for the NEX gas station on rosecrans,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033BuqAAE,8/19/16,3,021400,060730214001,1
99752,Graffiti,32.57211653,-117.0538946,8/15/16,Graffiti  at 3798?3802 Arruza St,Assigned,Vandalised woden fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Cz8AAE,,15,010004,060730100042,2
99758,Graffiti,32.74588531,-117.0949531,8/15/16,"Graffiti Removal at 3695 MENLO AV, 92105",Assigned,GRAFFITI ON WALL ON LANDIS,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033D35AAE,,15,002601,060730026012,2
99762,Graffiti,32.75612192,-117.1439043,8/15/16,Graffiti  at 32.76N 117.14W,Closed,Gang tag?,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033D4mAAE,8/18/16,2,001000,060730010004,4
99793,Graffiti,32.577042,-117.080911,8/16/16,"Graffiti  at 1090 Outer Road San Diego, CA 92154",Assigned,Tagging on No Parking Sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033EP2AAM,,14,010107,060730101073,3
99794,Graffiti,32.578736,-117.084152,8/16/16,"Graffiti  at 966-972 Hollister Street San Diego, CA 92154",Closed,Graffiti on Yellow direction Signs around the corner,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033EPlAAM,8/23/16,7,010107,060730101071,1
99825,Graffiti,32.96294249,-117.2042504,8/16/16,"Graffiti  at 13454 El Presidio Trail, San Diego,",Acknowledged,Graffiti is located in the hiking trail tunnel that leads from the reserve under Del Mar Heights Road.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033FeDAAU,,14,008328,060730083281,1
99937,Graffiti,32.803952,-117.222755,8/16/16,"Graffiti  at 2605 Rose Creek Trail San Diego, CA 92109",Assigned,Tags on fence along rose creek bike path,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Jj2AAE,,14,007800,060730078001,1
99939,Graffiti,32.805058,-117.223262,8/16/16,"Graffiti  at 2545 Garnet Avenue San Diego, CA 92109",Assigned,Large gang graffiti under overpass along rose creek bike path,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JjMAAU,,14,007800,060730078001,1
99941,Graffiti,32.799987,-117.220763,8/16/16,"Graffiti  at Rose Creek Trail San Diego, CA 92109",Closed,Gang graffiti on fence along rose creek bike path adjacent to baseball diamonds,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JjvAAE,8/19/16,2,007600,060730076001,1
99948,Graffiti,32.798702,-117.21676,8/16/16,"Graffiti  at 2683-2709 North Mission Bay Drive San Diego, CA 92109",Closed,Gang graffiti on fence outside of de anza trailer park.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JovAAE,8/19/16,2,007600,060730076001,1
99950,Graffiti,32.800127,-117.220411,8/16/16,"Graffiti  at Rose Creek Trail San Diego, CA 92109",Closed - Referred,Graffiti on back of scoreboard,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JpyAAE,,14,007600,060730076001,1
99951,Graffiti,32.801836,-117.222629,8/16/16,"Graffiti  at 2544-2594 Grand Avenue San Diego, CA 92109",Acknowledged,Graffiti on overpass supports and aluminum ducting along my path.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JqDAAU,,14,007800,060730078001,1
99952,Graffiti,32.80398,-117.222885,8/16/16,"Graffiti  at 2605 Rose Creek Trail San Diego, CA 92109",Assigned,Gang graffiti on Rose Canyon bike path,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JqXAAU,,14,007800,060730078001,1
99967,Graffiti,32.579071,-117.10162,8/16/16,"Graffiti  at 1480-1498 Elder Avenue San Diego, CA 92154",Assigned,Graffiti in White letters on fence. Please use matching paint.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033JxxAAE,,14,010103,060730101033,3
99968,Graffiti,32.579411,-117.099348,8/16/16,"Graffiti  at 938 16th Street San Diego, CA 92154",Closed,Graffiti on back of Stop Sign.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Jy7AAE,8/19/16,2,010103,060730101033,3
99973,Graffiti,32.72652156,-117.1257296,8/16/16,Graffiti  at 3188 Grape St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033K3gAAE,8/19/16,2,004400,060730044002,2
100018,Graffiti,32.71063589,-117.1466919,8/17/16,Graffiti  at 501 19th St,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033MHBAA2,8/26/16,9,004700,060730047001,1
100032,Graffiti,32.56912869,-117.0715503,8/17/16,"Graffiti Removal at IRIS AV & MONTEREY PINE DR,, 92154",Assigned,GRAFFITI ON WALL ACROSS  SCHOOL,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033MsWAAU,,13,010106,060730101061,1
100047,Graffiti,32.7321586,-117.159905,8/17/16,Graffiti  at 06th & Laurel,Closed,Graffiti on the traffic light located at the corner of Sixth Ave. and Laurel St.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033NEmAAM,8/26/16,9,006000,060730060003,3
100048,Graffiti,32.77206092,-117.1403088,8/17/16,"Graffiti  at 2220 Camino De La Reina, San Diego, CA 92108, USA",Assigned,Graffiti painted on the Traffic Signal pole on the Northwest corner of Camino De La Reina and Qualcomm Way (next to the condos).,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033NIAAA2,,13,009304,060730093042,2
100178,Graffiti,32.75522314,-117.1104545,8/17/16,"Graffiti  at 3850-3898 El Cajon Blvd, San Diego, CA 92105, USA",Closed,"On the north side of the median, both the no pedestrian sign and one way sign are graffiti'd",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033PfWAAU,8/27/16,9,002100,060730021004,4
100137,Graffiti,32.74402745,-117.1568627,8/17/16,Graffiti  at 3631 8th Ave,Assigned,On the fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Q8hAAE,,13,000300,060730003003,3
100145,Graffiti,32.556332,-117.044933,8/17/16,Graffiti  at 247 CYPRESS DR,Closed,On wood fence,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QCAAA2,8/26/16,8,010013,060730100131,1
100148,Graffiti,32.7550948,-117.0961416,8/17/16,"Graffiti  at 4555 El Cajon Boulevard, San Diego, CA, United States",Assigned,in alley,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QDsAAM,,13,002302,060730023021,1
100149,Graffiti,32.754269,-117.0962648,8/17/16,"Graffiti  at 4243 Chamoune Avenue, San Diego, CA, United States",Assigned,graffiti in alley,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QEGAA2,,13,002302,060730023021,1
100168,Graffiti,32.75878723,-117.1084633,8/17/16,"Graffiti  at 4500-4528 Terrace Dr, San Diego, CA 92116, USA",Closed,Pedestrian foot bridge and entrance to bridge from Kensington,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QNSAA2,8/26/16,8,002100,060730021003,3
100176,Graffiti,32.75502414,-117.112686,8/17/16,"Graffiti  at 3733 El Cajon Blvd, San Diego, CA 92105, USA",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QRtAAM,8/25/16,7,002201,060730022011,1
100199,Graffiti,32.72182974,-117.0827947,8/18/16,Graffiti  at 1714?1799 Pentecost Way,Closed - Referred,On utility pole,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033RDOAA2,,12,002712,060730027123,3
100223,Graffiti,32.7157961,-117.1691906,8/18/16,"Graffiti  at 1001 Kettner Boulevard, San Diego, CA, United States",Assigned,"""TRE"" in black on gray post. Second request to have it removed: Tracking Number: 00098337.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SRCAA2,,12,005400,060730054002,2
100243,Graffiti,32.78704404,-117.0840141,8/18/16,"Graffiti  at 4813-4975 Waring Rd, San Diego, CA 92120, USA",Acknowledged,"There is graffiti/tagging sprayed on a concrete drainage on the side of the hill going up Waring Rd. on the right had side, something that was designed to handle run-off from the steep hill just below the Presbyterian church. It may be city property.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SwZAAU,,12,009703,060730097033,3
100247,Graffiti,32.7078753,-117.1352368,8/18/16,"Graffiti  at 219 Evans St, San Diego, CA 92102, United States",Assigned,"Alley fence has been excessively graffiti'd with gang related writing, ""SFA Zone"" & ""SM28"", among other writing.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033T1tAAE,,12,004800,060730048003,3
100248,Graffiti,32.7083141,-117.1350237,8/18/16,"Graffiti  at 2745 K Street, San Diego, CA 92102, United States",Duplicate,Alley side back fence and garage door heavily graffiti'd.  Gang related writing.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033T31AAE,,12,004800,060730048003,3
100250,Graffiti,32.7082913,-117.1347431,8/18/16,"Graffiti  at 2759 K Street, San Diego, CA 92102, United States",Assigned,"Alley side walls heavily graffiti'd.  The graffiti originally came from the tenants living here.  This is due to the gang that previously lived at this apartment location and currently reside at 220 Hensley St San Diego, CA 92102.  I have reported the noise, fights, underage drinking and graffiti to police on numerous occasions.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033T6yAAE,,12,004800,060730048003,3
100254,Graffiti,32.7078924,-117.1346673,8/18/16,"Graffiti  at 220 Hensley St, San Diego, CA 92102, United States",Closed - Referred,"This is a gang house!  ""SFA"" & ""SM28"" is graffiti'd on all surrounding walls and fences, including neighbor houses all along the alley way.  This house is the root of the gang violence, excessive noise and property damage to the neighbors.  Please do what you can to remove these tenants.   Over the last five years, 3 other locations within the same block have been converted from gang houses to family homes through owner selling, owner occupying and foreclosures.  220 Hensley St is the last gang house on this block.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TByAAM,,12,004800,060730048003,3
100262,Graffiti,32.848608,-117.270423,8/18/16,Graffiti  at 1291 PROSPECT PL,Closed,Graffiti on the wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TO9AAM,8/23/16,5,008200,060730082002,2
100265,Graffiti,32.75698722,-117.1096113,8/18/16,"Graffiti  at 3967 Meade Ave, San Diego, CA 92116, USA",Closed,More graffiti on multiple utility boxes along south side of Meade from 39th St intersection upto 40th intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TP7AAM,8/26/16,8,002100,060730021004,4
100269,Graffiti,32.75523681,-117.1135381,8/18/16,Graffiti  at EL CAJON BL/37TH ST,Assigned,"Traffic light, pedestrian button and signs on pole",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TVAAA2,,12,002100,060730021005,5
100280,Graffiti,32.7572267,-117.1179264,8/18/16,"Graffiti  at 3500 Meade Avenue, San Diego, CA, United States",Closed,Traffic light on southeast corner,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ToCAAU,8/25/16,7,001700,060730017002,2
100299,Graffiti,32.7573482,-117.1150211,8/18/16,"Graffiti  at 3602 Meade Avenue, San Diego, CA, United States",Closed,Pay phone in front of liquor store,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UB6AAM,8/26/16,8,002100,060730021005,5
100300,Graffiti,32.7550187,-117.113202,8/18/16,"Graffiti  at 3711 El Cajon Boulevard, San Diego, CA, United States",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UDvAAM,8/23/16,5,002201,060730022011,1
100317,Graffiti,32.75530257,-117.1094539,8/18/16,"Graffiti  at 4272 40th St, San Diego, CA 92105, USA",Closed,Pedestrian crossing button,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UpaAAE,8/26/16,7,002100,060730021004,4
100318,Graffiti,32.75506086,-117.1098742,8/18/16,"Graffiti  at 3945 El Cajon Blvd, San Diego, CA 92105, USA",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UqUAAU,8/23/16,4,002201,060730022011,1
100326,Graffiti,32.75501124,-117.1120039,8/18/16,"Graffiti  at 3747-3765 El Cajon Blvd, San Diego, CA 92105, USA",Closed,Freeway i15 North-South sign in front of Arroyo High,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Uw2AAE,8/23/16,4,002201,060730022011,1
100328,Graffiti,32.75706392,-117.1102926,8/18/16,"Graffiti  at 3903 Meade Ave, San Diego, CA 92116, USA",Closed,City post on south east corner of Meade and 39th,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UyDAAU,8/26/16,7,002100,060730021004,4
100337,Graffiti,32.75548231,-117.1103868,8/18/16,"Graffiti  at 4301-4323 39th St, San Diego, CA 92105, USA",Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033V9qAAE,8/26/16,7,002100,060730021004,4
100339,Graffiti,32.75571953,-117.1099385,8/18/16,"Graffiti  at 3928 El Cajon Blvd, San Diego, CA 92105, USA",Closed - Referred,"Appears to be sdge pole. Graffiti was removed from one pole, but not the other",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033VDIAA2,,12,002100,060730021004,4
100453,Graffiti,32.7120995,-117.0215816,8/19/16,"Graffiti  at 691 Braun Ave, San Diego, CA 92114, United States",Assigned,numerous gang-related graffiti markings on grey retaining wall.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033X4IAAU,,12,003107,060730031071,1
100513,Graffiti,32.75714061,-117.1083131,8/19/16,"Graffiti  at 4030-4048 Meade Ave, San Diego, CA 92116, USA",Closed,No right turn sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZdtAAE,8/26/16,7,002100,060730021003,3
100593,Graffiti,32.70847405,-117.1343569,8/19/16,"Graffiti Removal at 2738 K ST, 92102",Assigned,Request graffiti removed from a blue retainer wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033bHGAAY,,11,004800,060730048001,1
100601,Graffiti,32.81708576,-117.1753995,8/19/16,"Graffiti Removal at 6202 MT AGUILAR DR, 92111",Closed,Corner house located at 6202 Mt. Aguilar/92111 ( Mt. Aguilar @ Mt. Abraham).Graffiti on redwood fence (facing Mt. Abraham).,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033bUZAAY,8/24/16,5,008509,060730085095,5
100616,Graffiti,32.71270827,-117.1337622,8/19/16,"Graffiti Removal at 28TH ST & G ST,, 92102",Acknowledged,Per consumer: Graffiti removal requested on bridge underpass on 28th St. heading northbound,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033c64AAA,,11,004100,060730041002,2
100619,Graffiti,32.71584414,-117.1337871,8/19/16,"Graffiti Removal at 2797 BROADWAY, 92102",Acknowledged,Per consumer: Graffiti removal requested on wall,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033c85AAA,,11,004501,060730045011,1
100647,Graffiti,32.7182891,-117.1627792,8/19/16,Graffiti  at 1200 3rd Ave,Closed,Stop sign at entry into Parkade from third Avenue,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033cbbAAA,8/26/16,6,005300,060730053003,3
100658,Graffiti,32.81771167,-117.1771617,8/19/16,Graffiti  at 5873 Mount Alifan Dr,Assigned,Gang tagging,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ckTAAQ,,11,008509,060730085095,5
100659,Graffiti,32.81762,-117.1770783,8/19/16,Graffiti  at 5873 Mount Alifan Dr,Acknowledged,More gang tagging across from the Stratton Apartments.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033cknAAA,,11,008509,060730085095,5
100665,Graffiti,32.58386433,-117.1012877,8/19/16,"Graffiti Removal at 1500 PALM AVE, 92154",Closed - Referred,PER CONSUMER THERE IS GRAFFITI ON A UTILITY BOX ON THE STREET.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033cshAAA,,11,010103,060730101031,1
100680,Graffiti,32.7344549,-117.1560654,8/19/16,Graffiti  at CA-163 S,Acknowledged,The walls beneath the Quince St. Offramp over Hwy. 163 have been tagged again. This is sling the dirt path along the west side of the highway in Balboa Park.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d3LAAQ,,11,005600,060730056002,2
100686,Graffiti,32.7515403,-117.1317589,8/19/16,"Graffiti  at 4070 Kansas St, San Diego, CA, United States",Assigned,Trash dumpster behind 4070 Kansas,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d86AAA,,11,001300,060730013003,3
100693,Graffiti,32.7189929,-117.1325038,8/20/16,"Graffiti  at A Street, San Diego, CA 92102, United States",Closed,"Says ""Lomas"". Assume it's another of the 26th street/Lomas gang tags that have been going up in the area.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d9dAAA,8/26/16,6,004400,060730044004,4
100694,Graffiti,32.7193364,-117.1358987,8/20/16,"Graffiti  at 1315 27th Street, San Diego, CA 92102, United States",Assigned,I think it's from the 26th/Lomas gang. There's a good bit in the area.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d9iAAA,,11,004501,060730045011,1
100697,Graffiti,32.818055,-117.1775283,8/20/16,Graffiti  at 5900?5932 Mount Aguilar Dr,Assigned,Gang tagging across from Stratton Apts,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033dVZAAY,,10,008509,060730085095,5
100716,Graffiti,32.76186422,-117.1548997,8/20/16,Graffiti  at 974?1018 Golden Gate Dr,Closed,Tags on the back of a sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033dhkAAA,8/25/16,5,000500,060730005001,1
100756,Graffiti,32.755392,-117.105914,8/20/16,"Graffiti  at 4166 El Cajon Boulevard San Diego, CA 92105",Assigned,"Tags on Do Not Enter sign for BofA, separator curb inside their parking lot, probably more.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033dqcAAA,,10,002100,060730021002,2
100765,Graffiti,32.7460808,-117.2416279,8/20/16,"Graffiti  at 4611 Brighton Avenue, San Diego, CA, United States",Assigned,CDK graffiti tags on my garage doors and neighbors' walls in the alley,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033dsEAAQ,,10,007502,060730075021,1
100782,Graffiti,32.746392,-117.242528,8/20/16,"Graffiti  at 4661 Brighton Avenue, San Diego, CA, United States",Duplicate,The letters CDK 2k16 were painted in black on our garage door last night. There was also a stylized version of the letters CDK painted next to it. See photo below.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033dwLAAQ,,10,007502,060730075021,1
100787,Graffiti,32.74317262,-117.2487511,8/20/16,Graffiti  at 1811 Sunset Cliffs Blvd,Assigned,On side of cross fit OB building.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033dygAAA,,10,007301,060730073012,2
100792,Graffiti,32.74891696,-117.0840656,8/20/16,"Graffiti  at 5135 University Ave, San Diego, CA 92105, USA",Assigned,Culvert next to apartment complex at 5135 University Ave.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033e1zAAA,,10,002710,060730027102,2
100827,Graffiti,32.76402852,-117.2186418,8/21/16,Graffiti  at 2688 E Mission Bay Dr,Closed,South shores boat ramp,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033edFAAQ,8/26/16,5,007600,060730076001,1
100840,Graffiti,32.76676955,-117.0571798,8/21/16,Graffiti  at 4830?4898 Rolando Blvd,Closed,Graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033epBAAQ,8/25/16,4,002902,060730029021,1
100863,Graffiti,32.7368727,-117.1301729,8/21/16,"Graffiti  at 3021 Dale Street, San Diego, CA 92104, United States",Assigned,Was on garage trim. Discovered 8/19/16 (not there a week prior.) Painted over 8/21/16. Garage located in alley between Dale Street and 30th Street.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033etwAAA,,9,004300,060730043003,3
100865,Graffiti,32.76255834,-117.0717332,8/21/16,Graffiti  at 4693 Alice St,Closed,New Graffiti painted on the same traffic sign. Graffiti is on the arrow sign now. Same symbols. This has been painted for a third time now. Please remove (again),https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033euLAAQ,8/25/16,3,002804,060730028042,2
100878,Graffiti,32.76265418,-117.0693029,8/21/16,Graffiti  at 5976 Adams Ave,Assigned,Please remove sticker from traffic sign,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033f0iAAA,,9,002804,060730028042,2
100885,Graffiti,32.7555887,-117.111564,8/21/16,"Graffiti  at 4310 38th St, San Diego, CA 92105, USA",Closed,Please remove stickers. Thank you,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033f2KAAQ,8/26/16,4,002100,060730021004,4
100901,Graffiti,32.81714359,-117.1757788,8/21/16,Graffiti  at 5960?6198 Mount Aguilar Dr,Assigned,Graffiti nearby Elementary school.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fIcAAI,,9,008509,060730085095,5
100905,Graffiti,32.75603758,-117.1113534,8/21/16,"Graffiti  at 4339 38th St, San Diego, CA 92105, USA",Closed,Chicago graffiti'd between buildings on low cement wall near street side garage,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fMyAAI,8/26/16,4,002100,060730021004,4
100940,Graffiti,32.7841621,-117.1693985,8/22/16,"Graffiti Removal at 2204 ULRIC ST, 92111",New,: Gang Grafitti Next to La Tiendita Market on fence.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033g0AAAQ,,9,008800,060730088002,2
100945,Graffiti,32.74829602,-117.1261011,8/22/16,Graffiti  at 3835?3899 Herman Ave,Closed,Black tag on brown door on NW corner of CVS Drug store,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033gvGAAQ,8/27/16,5,001500,060730015004,4
100953,Graffiti,32.72677761,-117.1482217,8/22/16,"Graffiti  at 2125 Inspiration Point Way, San Diego, CA 92134, USA",Closed - Referred,Balboa Park Activity Center   West wall. Lamp post. 20 ft east of closest handicap spot to Park Blvd,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033hnDAAQ,,8,005500,060730055001,1
101037,Graffiti,32.72124905,-117.0756864,8/22/16,"Graffiti Removal at 5612 KELTON PL, 92114",Assigned,CUSTOMER STATE THAT HE HAS GRAFFITI ON THE WESTWARD FACING FENCE AT HIS HOME.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033kpqAAA,,8,003001,060730030012,2
101039,Graffiti,32.76021098,-117.1107614,8/22/16,Graffiti  at 4555?4587 39th St,Assigned,Sign has graffiti that covers the bottom word of the sign.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033l0eAAA,,8,001800,060730018001,1
101049,Graffiti,32.77125095,-117.2528965,8/22/16,Graffiti  at 3190 Mission Blvd,Duplicate,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033lLrAAI,,8,007600,060730076003,3
101105,Graffiti,32.712535,-117.160724,8/22/16,"Graffiti  at 401-433 G Street San Diego, CA 92101",Assigned,Tagging,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033msrAAA,,8,005300,060730053002,2
101110,Graffiti,32.761391,-117.1875,8/22/16,"Graffiti  at 2445 Hotel Circle Place San Diego, CA 92108",Assigned,SDGE,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033mvCAAQ,,8,008902,060730089021,1
101140,Graffiti,32.74606913,-117.1893695,8/23/16,"Graffiti  at 2121 San Diego Ave, San Diego, CA 92110, USA",Duplicate,"New graffiti on the retaining wall at the top of the hill just south of Exit 19, as seen from the 5 northbound.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033nnOAAQ,,7,006500,060730065002,2
101141,Graffiti,32.73442771,-117.1562174,8/23/16,"Graffiti  at Cabrillo Fwy & CA-163 & Balboa Dr, San Diego, CA, USA",Closed - Referred,"New graffiti on the Quince Street Overpass, as seen from the 163 southbound, Thank you.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033noMAAQ,,7,005600,060730056002,2
101142,Graffiti,32.73151261,-117.1542111,8/23/16,"Graffiti  at 1100-1220 El Prado, San Diego, CA 92101, USA",Duplicate,"New graffiti on the Prado Bridge Piers, as seen from the 163 Northbound. Thank you.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033npAAAQ,,7,005600,060730056002,2
101157,Graffiti,32.57013077,-117.0979852,8/23/16,"Graffiti  at 1430-1498 Hermes Ln, San Diego, CA 92154, USA",Closed,The Imperials gang tagged the utilty box on the side facing the street.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033opkAAA,8/26/16,3,010104,060730101042,2
101159,Graffiti,32.57004205,-117.0979697,8/23/16,"Graffiti  at 1430-1498 Hermes Ln, San Diego, CA 92154, USA",Closed,The sidewalk was tagged by the Imperials gang. The location is approximately 1440-1450 Hermes Lane.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ot8AAA,8/26/16,3,010104,060730101042,2
101183,Graffiti,32.76658718,-117.0571887,8/23/16,Graffiti  at 6557 El Cajon Blvd,Closed,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ppCAAQ,8/25/16,2,002902,060730029021,1
101217,Graffiti,32.7513397,-117.087979,8/23/16,"Graffiti  at 5002 Polk Avenue, San Diego, CA, United States",Assigned,traffic sign was tagged,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033r98AAA,,7,002707,060730027073,3
101218,Graffiti,32.7490479,-117.0845115,8/23/16,"Graffiti  at 5101 University Avenue, San Diego, CA, United States",Assigned,Utility boxes were tagged,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033rCCAAY,,7,002710,060730027102,2
101223,Graffiti,32.68480989,-117.1050671,8/23/16,"Graffiti Removal at 4141 MARINE VIEW AV, 92113",Assigned,In Alley graffiti needs to removed through out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033rLiAAI,,7,003603,060730036032,2
101256,Graffiti,32.75526607,-117.0500629,8/23/16,Graffiti  at 6790 University Ave,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033s8pAAA,,7,002902,060730029021,1
101257,Graffiti,32.75530673,-117.0510369,8/23/16,Graffiti  at 6760 University Ave,Acknowledged,Graffiti on back of no parking sign and also on light pole,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sA3AAI,,7,002902,060730029021,1
101260,Graffiti,32.75537314,-117.0522285,8/23/16,Graffiti  at 6686 University Ave,Assigned,Black graffiti on utility box,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sBPAAY,,7,002902,060730029021,1
101261,Graffiti,32.75521076,-117.0520928,8/23/16,Graffiti  at 6601?6801 University Ave,Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sBeAAI,,7,002903,060730029032,2
101262,Graffiti,32.75542311,-117.0533543,8/23/16,Graffiti  at 6648 University Ave,Duplicate,Graffiti on both sides of light pole,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sCrAAI,,7,002902,060730029021,1
101263,Graffiti,32.7553475,-117.0537995,8/23/16,Graffiti  at 6630?6650 University Ave,Assigned,Graffiti on both sides of no U-turn sign located in the Mouradian between the East and West lanes,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sDfAAI,,7,002902,060730029021,1
101264,Graffiti,32.75522794,-117.0546202,8/23/16,Graffiti  at 6547?6567 University Ave,Duplicate,Both stickers & graffiti on signal light,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sFlAAI,,7,002903,060730029032,2
101265,Graffiti,32.75506332,-117.0547743,8/23/16,Graffiti  at Aragon Dr,Closed,Graffiti on two different utility boxes,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sGPAAY,8/30/16,6,002903,060730029032,2
101267,Graffiti,32.74351402,-117.0525252,8/23/16,Graffiti  at 3470 COLLEGE GROVE DR,Acknowledged,GRAFFITI ON T/S POLE,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sNVAAY,,7,002703,060730027034,4
