Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days),count,block_group,tract,geoid
100118,Street Light,32.7599793,-117.0950796,8/17/16,"Street Light Light On During Day at 4630 Aldine Drive, San Diego, CA, United States",Assigned,"At 4630 Aldine Drive, there is a Cobra Streetlight that is located on the north side of the road that is burning during the day.  Suspect bad lamp or photocell.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033PowAAE,,13,1,2,002002,060730020022
100127,Street Light,32.744671,-117.143392,8/17/16,"Street Light Light On During Day at 3659 Florida Street San Diego, CA 92104",Assigned,"Lights on for days, through night and day",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Q3NAAU,,13,1,4,000800,060730008004
100159,Street Light,32.85259648,-117.2556359,8/17/16,Street Light Light Out at 8001 El Paseo Grande,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QJuAAM,,13,1,4,008312,060730083124
100172,Street Light,32.771865,-117.105377,8/17/16,"Street Light Light Out at 5167 Edgeware Road, San Diego, CA, United States",Acknowledged,Street light out for the second night in a row.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QOGAA2,,13,1,1,002001,060730020011
100174,Street Light,32.968941,-117.078014,8/17/16,"Street Light Light Out at 13755 Sorbonne Court, San Diego, CA 92128, United States",Assigned,"Dear City Representative,The street light in front of my house is not on after dark since a few days ago. I would like to request for someone to check on the problem.Thanks.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QOVAA2,,13,1,3,017039,060730170393
100182,Street Light,32.935186,-117.130847,8/17/16,"Street Light Light Out at 8958 Menkar Rd, San Diego, CA, United States",Assigned,The light is out and no longer illuminating our intersection.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QUdAAM,,13,1,2,008353,060730083532
100187,Street Light,32.772085,-117.107464,8/17/16,"Street Light Light Out at 4114 Bedford Drive, San Diego, CA, United States",Acknowledged,East of driveway of 4114 Bedford Drive.  Street is totally dark-safety hazard-only street light on the block,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QW0AAM,,13,1,1,002001,060730020011
100189,Street Light,32.81051908,-117.2559582,8/17/16,Street Light Light Out at 988 Agate St,Duplicate,Streetlight out at the southwest corner of Cass and Agate,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QWPAA2,,13,1,4,008006,060730080064
100196,Street Light,32.7398078,-117.2547593,8/18/16,"Street Light Light Out at 4909 Orchard Avenue, San Diego, CA, United States",Acknowledged,Request to fix 2 street lights at this property,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033QtJAAU,,12,1,1,007301,060730073011
100220,Street Light,32.9176186,-117.2226968,8/18/16,"Street Light Light Out at 4262 Calle Mejillones, San Diego, CA, United States",Duplicate,Multi use lights went out again at Torrey hills Neighborhood Park. Main Breaker tripped,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SN0AAM,,12,1,1,008333,060730083331
100222,Street Light,32.9176186,-117.2226968,8/18/16,"Street Light Light Out at 4262 Calle Mejillones, San Diego, CA, United States",Assigned,Please replace multiple burned out multi use field lights at Torrey Hills Neighborhood Park Multi use field. Patrons complain about safety while playing on  sports field.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SPLAA2,,12,1,1,008333,060730083331
100253,Street Light,32.76999695,-117.1094611,8/18/16,"Street Light Light Out at 5065 Canterbury Dr, San Diego, CA 92116, USA",Assigned,All street lights on Canterbury Drive are out north of Westminster Terrace.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TBZAA2,,12,1,1,002001,060730020011
100266,Street Light,32.83599261,-117.1523543,8/18/16,"Light Out at 5180 CONVOY ST, 92111",Assigned,Equipment hit a wire and the street lights are not working .,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TPqAAM,,12,1,1,008511,060730085111
100306,Street Light,32.80282858,-117.0794204,8/18/16,"Street Light Light Out at 7202 Princess View Dr, San Diego, CA 92120, USA",Assigned,"This light has been out for a long, long time and has created a dangerous night time traffic situation. Example;  cars turning left, entering Princess View Dr. from Laura St.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UTKAA2,,12,1,1,009602,060730096021
100307,Street Light,32.80329308,-117.0772938,8/18/16,"Street Light Light Out at 7299 Laura Ct, San Diego, CA 92120, USA",Assigned,There are two streetlights out on Laura Ct. One at intersection of Laura Ct. and Laura St. and other at southern end of Laura Ct. in cul-de-sac,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UVGAA2,,12,1,1,009602,060730096021
100312,Street Light,32.771672,-117.110723,8/18/16,"Street Light Light Out at 4009 S Hempstead Cir, San Diego, CA, United States",Acknowledged,All the street lights on North and South Hempstead Cir have been out for the past three nights.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033UhHAAU,,12,1,2,002001,060730020012
100343,Street Light,32.7465234,-117.2516839,8/18/16,"Street Light Light Out at 1868 Bacon Street, San Diego, CA, United States",Closed - Referred,Cobra lights in the alley between Newport Avenue and Niagara Ave. starting at the 4900 block and continuing across Bacon Street there are two more cobra lights out.  You can see the 1st one that is out in the picture and it shows the number of the pole it is attached to .  All of them are closest to Bacon St. One on the east side of Bacon and two on the west side of Bacon St.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033VTfAAM,,12,1,2,007502,060730075022
100368,Street Light,33.02530435,-117.0721157,8/18/16,"Light Out at 12015 BAJADA RD, 92128",Duplicate,Street light out in front of address,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WCuAAM,,12,1,4,017015,060730170154
100370,Street Light,32.949616,-117.142067,8/18/16,"Street Light Light Out at 12530 Darkwood Rd, San Diego, CA, United States",Assigned,Light does not stay on. Will go on infrequently.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WKyAAM,,12,1,1,008366,060730083661
100425,Street Light,32.8126293,-117.1679284,8/18/16,Street Light Light Out at 7044 Rockglen Ave,Assigned,Palm tree next to street light blocking the light,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WfmAAE,,12,1,2,008509,060730085092
100433,Street Light,32.99874594,-117.0656553,8/18/16,"Light Out at CALLE PUEBLITO & VIA CALANOVA,, 92128",Assigned,city crews working on site but light is out req fix asap,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WkDAAU,,12,1,1,017051,060730170511
100438,Street Light,32.799608,-117.241272,8/18/16,"Street Light Light Out at 1575 Garnet Avenue San Diego, CA 92109",Assigned,Street light out at bus stop,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WmsAAE,,12,1,2,007907,060730079072
100439,Street Light,32.706562,-117.128348,8/18/16,Street Light Light Out at 3056 Imperial Ave,Assigned,Street light off for more then a month to dark,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WojAAE,,12,1,2,004000,060730040002
100440,Street Light,32.707407,-117.12756,8/18/16,"Street Light Light Out at 3087 L Street San Diego, CA 92102",Assigned,Street light off for more then a month,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033WpIAAU,,12,1,2,004000,060730040002
100443,Street Light,32.771067,-117.10549,8/18/16,"Street Light Light Out at 4165 Middlesex Drive, San Diego, CA, United States",Duplicate,Streetlight is not working,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Ws7AAE,,12,1,1,002001,060730020011
100445,Street Light,32.70952502,-117.1566112,8/18/16,Street Light Light Out at 406 9th Ave,Assigned,Light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Wv1AAE,,12,1,4,005400,060730054004
100470,Street Light,32.7991381,-117.2203392,8/19/16,"Street Light Light Out at 2606 N Mission Bay Dr, San Diego, CA 92109, United States",Assigned,More than half the lights don't work on the Mike Gotch Bridge. Couldwe please have an electrician check that?,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033YA2AAM,,11,1,1,007600,060730076001
100474,Street Light,32.8687037,-117.204239,8/19/16,"Street Light Light Out at 5360 Renaissance Avenue, San Diego, CA, United States",Assigned,none of the street lights along Renaissance Ave. have been coming on at night for nearly 3 weeks. Especially at Shoreline Dr & Toscana Wy.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033YGjAAM,,11,1,4,008340,060730083404
100532,Street Light,33.00490255,-117.0929752,8/19/16,"Street Light Light Out at 15799 Bernardo Center Dr, San Diego, CA 92127, USA",Assigned,2 street lights located just before signal light turning right (onto Camino Del Norte - Eastbound) are out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZqPAAU,,11,1,1,017032,060730170321
100536,Street Light,32.79473516,-117.2561342,8/19/16,Street Light Light Out at 4400?4460 Ocean Blvd,Assigned,Light busted,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033Zs0AAE,,11,1,1,007910,060730079101
100537,Street Light,33.00003929,-117.0868491,8/19/16,"Street Light Light Out at 11295 Paseo Montanoso, San Diego, CA 92127, USA",Assigned,Street light located above signal light is out (located on corner of Paseo Montanoso/Camino Del Norte),https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZsFAAU,,11,1,1,017034,060730170341
100538,Street Light,33.000184,-117.0867235,8/19/16,"Street Light Light Out at 15797-15899 Camino Del Norte, San Diego, CA 92127, USA",Duplicate,Street light located above signal light is out (located on corner of Paseo Montanoso/Camino Del Norte),https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZsyAAE,,11,1,2,017032,060730170322
100542,Street Light,33.00005128,-117.0863748,8/19/16,"Street Light Light Out at 15797-15899 Camino Del Norte, San Diego, CA 92127, USA",Acknowledged,Street light located before T-intersection signal light is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZukAAE,,11,1,2,017032,060730170322
100546,Street Light,32.99714489,-117.0817936,8/19/16,"Street Light Light Out at 15281-15361 Camino Del Norte, San Diego, CA 92128, USA",Assigned,Street light located BEFORE right turn onto Interstate 15 North is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZvxAAE,,11,1,2,017052,060730170522
100549,Street Light,32.99487731,-117.0782531,8/19/16,"Street Light Light Out at 14601-15067 Camino Del Norte, San Diego, CA 92128, USA",Assigned,Street light located JUST BEFORE (right in front of) Interstate 15 sign is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ZxyAAE,,11,1,2,017052,060730170522
100589,Street Light,32.7484508,-117.0957455,8/19/16,"Street Light Light Out at 3838 46th Street, San Diego, CA, United States",Assigned,"The light has been out since January 2016.  I felt very safe when I moved here in 2009 when it was installed.  However the last 8 months, the street is pitch dark and it is very dangerous for kids and people to walk around since it is also a one-way street.  I am hoping the light can be fixed soon.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033bBcAAI,,11,1,2,002601,060730026012
100596,Street Light,32.78449711,-117.1665761,8/19/16,"Light Out at 2294 DUNLOP ST, 92111",Assigned,Approx. 6-8 street lights are out at Dunlop St & Ulric St,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033bNdAAI,,11,1,4,008800,060730088004
100599,Street Light,32.7749863,-117.2387119,8/19/16,"Street Light Light Out at 1400 Vacation Rd, San Diego, CA, United States",Assigned,Please provide personnel and equipment to replace missing light post on the west side of parking lot.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033bTHAAY,,11,1,1,007600,060730076001
100611,Street Light,32.77054573,-117.1044094,8/19/16,"Light Out at 4226 HILLDALE RD, 92116",Assigned,multiple lights out on this block,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033bvaAAA,,11,1,1,002001,060730020011
100623,Street Light,32.69596491,-117.1263685,8/19/16,"Light Out at 3135 NATIONAL AV, 92113",Acknowledged,Lights on each side of the street are out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033cALAAY,,11,1,4,003902,060730039024
100662,Street Light,32.979213,-117.0815762,8/19/16,"Street Light Light Out at 11608 Carmel Mountain Road, San Diego, CA, United States",Assigned,Two lights out in a row heading north on Rancho Carmel Drive crossing over Carmel Mountain Road,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033clqAAA,,11,1,1,017056,060730170561
100677,Street Light,33.003305,-117.08007,8/19/16,"Street Light Light Out at 11762 Calle Vivienda, San Diego, CA, United States",Assigned,light burnt out on 8/15/16,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d2cAAA,,11,1,2,017052,060730170522
100681,Street Light,32.7476706,-117.0921515,8/19/16,Street Light Light Out at 3811 Euclid Ave,Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d3fAAA,,11,1,2,002709,060730027092
100684,Street Light,32.912328,-117.08411,8/19/16,"Street Light Light Out at 10465 White Birch Drive, San Diego, CA, United States",Assigned,Street light is burned out. Home owners tree blocks half of light. Can you help with that?Thank you!!!,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d7rAAA,,11,1,3,017047,060730170473
100687,Street Light,32.72866158,-117.1516794,8/19/16,Street Light Light Out at 2191 Pan American Rd W,Assigned,At entrance to organ pavilion parking lot,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d8BAAQ,,11,1,2,005600,060730056002
100688,Street Light,32.72810364,-117.152152,8/19/16,Street Light Light Out at 2131 Pan American Plz,Assigned,SW corner of presidents way and pan American way. Next to gym.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d8GAAQ,,11,1,2,005600,060730056002
100689,Street Light,32.80499469,-117.1495908,8/19/16,Street Light Light Out at 3367?3401 Kearny Villa Rd,Assigned,Parking light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033d8kAAA,,11,1,1,009201,060730092011
100720,Street Light,32.94811067,-117.0792808,8/20/16,"Light Out at SPRINGSIDE RD & PICARTE PL,, 92128",Duplicate,STREET LIGHT OUT AT INTERSECTION,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033didAAA,,10,1,3,017039,060730170393
100753,Street Light,,,8/20/16,"Light Out at 3100-3104 Freeman St San Diego, CA 92106",Assigned,Street light pole in middle of intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033dq3AAA,,10,1,,,
100769,Street Light,32.75540937,-117.1993299,8/20/16,"Street Light Light Out at 2801-2899 Congress St, San Diego, CA 92110, USA",Duplicate,"Thank you for fixing most of the streetlights on Congress St.  However, I found a few that are still out. I don't know if you still in the process of fixing them but there is a pair of them near Taylor St and its blended in a tree.  Another one south of it has one light out and I don't know about the rest all the way down Congress. Just a few more and that should be it.  Thanks again.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033du0AAA,,10,1,2,006500,060730065002
100770,Street Light,32.7177728,-117.1673957,8/20/16,"Day Burner at 1130 COLUMBIA ST, 92101",Assigned,AT 1130 AND 1050 STREET LIGHTS ARE DAY BURNERS,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033du5AAA,,10,1,2,005400,060730054002
100803,Street Light,32.69540935,-117.0264492,8/20/16,Street Light Light Out at 2522 Manzana Way,Duplicate,The street light with the left curve ahead warning sign is out. Light is on the north curb.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033e6BAAQ,,10,1,1,003214,060730032141
100804,Street Light,32.7140938,-117.1540448,8/20/16,"Street Light Light Out at 830 Park Blvd, San Diego, CA, United States",Duplicate,Blue historical street lights (both globes) are out directly in front of 830 Park Blvd.  Also the next light going south on Park Blvd toward F St is also out. The lack of lighting encourages people to use this area as a toilet. Clean and Safe has removed human feces twice in the last 4 days.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033e7nAAA,,10,1,2,005200,060730052002
100809,Street Light,32.81018365,-117.2517067,8/20/16,"Street Light Light Out at 1201 Turquoise St, San Diego, CA 92109, USA",Assigned,Light is out SOuth side of Turquoise near gate entrance to school field. right next to fire hydrant and across street from 1196 turquoise,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eEKAAY,,10,1,5,008006,060730080065
100810,Street Light,32.7997806,-117.2421175,8/20/16,"Street Light Light Out at 1530 Garnet Ave, San Diego, CA, United States",Assigned,Street light out directly in front of Evans Tire Store and the next one East of Evans Tire Store just by CorePower Yoga.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eFmAAI,,10,1,3,007903,060730079033
100811,Street Light,32.81764395,-117.2719815,8/20/16,"Street Light Light Out at 5800-5824 La Jolla Blvd, La Jolla, CA 92037, USA",Assigned,N/W corner of the roundabout on La Jolla Blvd & Camino del la Costa.photo shows the light,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eFrAAI,,10,1,1,008102,060730081021
100815,Street Light,32.9756969,-117.085592,8/20/16,"Street Light Light Out at 11290 Timbergate Circle, San Diego, CA, United States",Assigned,Street light burnt out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033eIgAAI,,10,1,1,017056,060730170561
100874,Street Light,33.03386172,-117.0609727,8/21/16,"Light Out at 12435 FLORESTA WAY, 92128",Assigned,Per consumer:  Street light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033ez1AAA,,9,1,1,017015,060730170151
100907,Street Light,32.72978877,-117.2561458,8/21/16,"Street Light Light Out at 1100-1118 Sunset Cliffs Blvd, San Diego, CA 92107, USA",Acknowledged,"Street lights out along Sunset Cliffs Blvd from Froude Street to Point Loma Avenue, approximately 1/2 mile.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fNIAAY,,9,1,2,007200,060730072002
100908,Street Light,32.72672007,-117.2556737,8/21/16,"Street Light Light Out at 1024 Cordova St, San Diego, CA 92107, USA",Acknowledged,"Street light out Cordova and Sunset Cliffs, southwest corner. Light has been out almost one year.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fNNAAY,,9,1,2,007200,060730072002
100925,Street Light,32.71365709,-117.1537825,8/21/16,"Light Out at PARK BL & F ST,, 92101",Assigned,MULTIPLE STREET LIGHTS OUT ON THE WEST SIDE OF PARK BLVD. FROM G STREET TO E STREET.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fYGAAY,,9,1,2,005200,060730052002
100935,Street Light,32.71381235,-117.1539858,8/21/16,"Street Light Light Out at 812 Park Blvd, San Diego, CA 92101, USA",Assigned,street lights out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033fccAAA,,9,1,2,005200,060730052002
100959,Street Light,32.728535,-117.246898,8/22/16,"Street Light Light Out at 1205 Alexandria Drive, San Diego, CA, United States",Assigned,ALL of the street lights in the 1200 & 1300 block of Alexandria Dr. and all of the lights on Moana Dr. 1200 & 1300 have been out for MONTHS! Makes walking after dark dangerous.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033hqqAAA,,8,1,2,007200,060730072002
100995,Street Light,33.0345855,-117.0733359,8/22/16,Light Out at 17625 Drayton Hall Way,Duplicate,street light is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033jNbAAI,,8,1,4,017015,060730170154
101006,Street Light,32.73123147,-117.2465094,8/22/16,"Light Out at 1284 ALEXANDRIA DR, 92107",Assigned,st light out for several weeks,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033jfLAAQ,,8,1,2,007200,060730072002
101007,Street Light,32.74923399,-117.2119277,8/22/16,"Light Out at 3111 MEADOW GROVE DR, 92110",Assigned,Street light out - we have a considerable amount of theft on our street and really need any deterrent possible.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033jioAAA,,8,1,1,006802,060730068021
101009,Street Light,32.79550719,-117.2558539,8/22/16,"Light Out at 4465 OCEAN BL, 92109",Assigned,The Boardwalk Lights are out again.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033jlJAAQ,,8,1,1,007910,060730079101
101068,Street Light,32.692117,-117.117461,8/22/16,"Street Light Light Out at 3575 Acacia St, San Diego, CA 92113, United States",Assigned,The light is blinking (strobe light) at night.  It's very difficult to drive at night with the blinking.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033lslAAA,,8,1,1,003601,060730036011
101125,Street Light,32.71095074,-117.1563032,8/22/16,"Street Light Light Out at 509 Ninth Ave, San Diego, CA 92101, USA",Assigned,street lights out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033n31AAA,,8,1,2,005100,060730051002
101128,Street Light,32.71697176,-117.1585455,8/22/16,"Street Light Light On During Day at 640 C St, San Diego, CA 92101, USA",Assigned,day burner,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033n3LAAQ,,8,1,1,005300,060730053001
101129,Street Light,32.70930775,-117.1538463,8/22/16,"Street Light Light Out at 396-398 Park Blvd, San Diego, CA 92101, USA",Assigned,southwest corner cobra light out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033n3kAAA,,8,1,2,005100,060730051002
101134,Street Light,32.96287224,-117.1217949,8/23/16,"Street Light Light Out at 13696 Via Cima Bella, San Diego, CA 92129, USA",Assigned,Light does not illuminate at night. At all.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033nBoAAI,,8,1,3,017036,060730170363
101152,Street Light,33.03275,-117.092825,8/23/16,"Street Light Light Out at 17226 Carranza Drive, San Diego, CA, United States",Assigned,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033onUAAQ,,7,1,4,017030,060730170304
101170,Street Light,32.80737355,-117.065151,8/23/16,"Street Light Light Out at 6005 Larchwood Ave, San Diego, CA 92120, USA",Assigned,Light #7 at the entrance off Larchwood in  Ranch Mission Canyon Park is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033pBHAAY,,7,1,3,009704,060730097043
101176,Street Light,32.78403306,-117.1718278,8/23/16,"Street Light Light Out at 2201-2299 Morley St, San Diego, CA 92111, USA",Assigned,Streetlight facing the grass is out.  There's another missing streetlight to the north of the one that is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033paqAAA,,7,1,3,008600,060730086003
101178,Street Light,32.78663075,-117.1707013,8/23/16,Street Light Light Out at Ulric St and Morley St,Assigned,One street light is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033peEAAQ,,7,1,3,008600,060730086003
101203,Street Light,32.917549,-117.235339,8/23/16,"Street Light Light Out at Interstate 5 Local Bypass & Carmel Mountain Road San Diego, CA",Closed - Referred,Green light out in westbound right lane on Carmel Mountain Road at the southbound offramp of the bypass,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033qbVAAQ,,7,1,1,008339,060730083391
101207,Street Light,32.8375972,-117.0879734,8/23/16,"Street Light Light Out at 6599 Antigua Blvd, San Diego, CA, United States",Assigned,There are several lights out in Villa Norte Park. Please fix.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033qjoAAA,,7,1,3,009505,060730095053
101209,Street Light,32.81128901,-117.2668202,8/23/16,Street Light Light On During Day at 5401?5499 La Jolla Blvd,Assigned,The pedestrian crossing lights have been flashing incessantly for almost 24 hours. Please inspect. I believe that they are LED and risk burnout as well as interrupting traffic.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033qm9AAA,,7,1,3,008102,060730081023
101222,Street Light,32.8573329,-117.237694,8/23/16,"Street Light Light Out at 8358 Gilman Drive, CA, United States",Assigned,"Street light out 20 feet north of 8358 Gilman Drive in La Jolla, CA 92037. Light is located on west side of the street.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033rJNAAY,,7,1,1,008313,060730083131
101236,Street Light,32.5451988,-117.0497132,8/23/16,"Street Light Light Out at Coral Gate Park, Anella Rd, San Diego, CA, United States",Assigned,Coral gate community park has multiple park lights out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033rZVAAY,,7,1,2,010009,060730100092
101254,Street Light,32.7608745,-117.1246168,8/23/16,"Street Light Light Out at 3211 Madison Avenue, San Diego, CA, United States",Assigned,The street light in front of 3211 Madison Ave is out. Pole # P739391.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033s7rAAA,,7,1,4,001700,060730017004
101255,Street Light,32.7880895,-117.1439508,8/23/16,"Street Light Light Out at 2345 Casement Street, San Diego, CA, United States",Assigned,The street light in front of 2345 Casement St. is out. The pole number is P836333.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033s8kAAA,,7,1,1,009202,060730092021
101258,Street Light,33.01192,-117.064534,8/23/16,"Street Light Light Out at 12260 Nivel Court, San Diego, CA, United States",Assigned,The street light across the street from 12260 Nivel Ct is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sARAAY,,7,1,2,017014,060730170142
101281,Street Light,32.8688667,-117.203963,8/23/16,Street Light Light Out at 5344 renaissance avenue san diego ca 92122,Assigned,"Street lights along Renaissance Avenue have been out for past three weeks.Particularly noticeable between Shoreline Drive and Toscana Way, as no other lighting is available at night.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033slwAAA,,7,1,4,008340,060730083404
101291,Street Light,40.6740157,-73.9445475,8/23/16,"Street Light Light Out at 7934 Prospect Pl., San Diego, CA",Assigned,Resident claims that this light has been reported a number of times and it is still out. She is concerned since it is very dark. It is the light that has the speed limit sign attached to it. If you need to contact resident please use phone number,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033sxOAAQ,,7,1,,,
101292,Street Light,32.72780495,-117.2461723,8/23/16,Street Light Light Out at 1145 Moana Dr,Duplicate,The lights are STILL out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033szZAAQ,,7,1,1,007200,060730072001
101344,Street Light,32.71983636,-117.134025,8/23/16,Street Light Light Out at 1334?1398 28th St,Assigned,Light out on the west side of 28th.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033txoAAA,,7,1,2,005600,060730056002
101347,Street Light,32.94871631,-117.2461716,8/23/16,"Street Light Light Out at 13701-13799 Portofino Dr, Del Mar, CA 92014, USA",Acknowledged,I originally reported this street light out 10/8/15  It is still out.  It makes it hard for cars to see that we will be turning onto Portofino and not proceeding onto the Southbound 5 on ramp.  Please repair as soon as possible.Southeast corner of intersection of Del Mar Hts. Rd and Portofino.  Thank you,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033u33AAA,,7,1,4,008324,060730083244
101354,Street Light,32.7166046,-117.135192,8/23/16,"Street Light Light Out at 2735 C Street, San Diego, CA, United States",Assigned,"A few weeks ago a street light was installed & I believe due to that all street lights were turned off. They are still off & last time this happened someone broke into the mailboxes on my block. They are still off can they please be turned on, thank you.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033u4LAAQ,,7,1,1,004501,060730045011
101356,Street Light,37.7818255,-122.4634618,8/23/16,Street Light Light Out at 363 fifth ave suite100,Assigned,Street lights out fifth and J street (3) light poles not working properly,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uAdAAI,,7,1,,,
101357,Street Light,32.74825737,-117.1595836,8/23/16,"Street Light Light Out at 3860-3898 Sixth Ave, San Diego, CA 92103, USA",Assigned,Street light at the southwest corner of 6th St and University Ave is out.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uB7AAI,,7,1,2,000300,060730003002
101358,Street Light,32.7157273,-117.1528416,8/23/16,"Street Light Light Out at 1301 Broadway, Downtown San Diego, San Diego, CA, United States",Assigned,Street lights out around Salvation Army Rehabilitation Center(2),https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uBWAAY,,7,1,1,005200,060730052001
101359,Street Light,32.79022228,-117.2091702,8/23/16,"Light Out at 1775 EAST MISSION BAY DR, 92109",Assigned,PER CUSTOMER LIGHT OUT ON THE EASTERN SIDE OF EAST MISSION BAY DR.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uDhAAI,,7,1,1,007600,060730076001
101361,Street Light,32.8162315,-117.1851886,8/24/16,"Street Light Light Out at 92111 Mt Alifan Dr, San Diego, CA, United States",Assigned,2 Street Lights are out at the intersection of Balboa and Genesee Avenues.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033uQHAAY,,6,1,3,008512,060730085123
