Case Number,Parent Case Number,Status,Mobile/Web Status,Duplicate Verified,Override Duplicate,Functional Location,Question #1,Answer #1,Answer #1 Options,Question #2,Answer #2,Answer #2 Options,Question #3,Answer #3,Question #4,Answer #4,Referral Email List,Referred Email List,Contact Email Internal Referral,Display Referral Information,Referred Email Update,Priority,Case Origin,Case Reason,Date/Time Opened,Opened Date,Case Date/Time Last Modified,Case Last Modified Date,Date/Time Closed,Closed Date,Age (Days),Open,Closed,Subject,Public Description,Problem Group,Problem Category,Problem Category Detail,Problem Description,Geolocation Lat Long,Geolocation (Latitude),Geolocation (Longitude),SAP Notification Number,SAP Problem Category,SAP Problem Code,SAP Problem Type,SAP Reference Document,SAP Source List,SAP System Status,SAP User Status,Short Description,SLA,SAP URL,Case Record Type,block,tract,geoid,blockgroup
100262,0.0,Closed,Closed,0.0,0.0,SS-022431,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Mobile,Problem resolved,8/18/2016 10:10,8/18/2016,8/23/2016 0:10,8/23/2016,8/23/2016 0:10,8/23/2016,5.0,0.0,1.0,Graffiti  at 1291 PROSPECT PL,Graffiti on the wall,Other,Graffiti,,,32.848608-117.270423,32.848608,-117.270423,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,1291 PROSPECT PLGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TO9AAM,Street Division Closed Case,2011,008200,060730082002011,2
97452,0.0,Closed,Closed,0.0,1.0,SS-000964,Offensive?,Yes,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Web,Problem resolved,8/3/2016 10:38,8/3/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,27.0,0.0,1.0,"Graffiti  at 4323 39th St, San Diego, CA 92105, USA",Sets the standard for worst graffiti in the area,Other,Graffiti,,,32.75579583217128-117.11010532513126,32.75579583,-117.1101053,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"4323 39th St, San Diego, CA...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032NFnAAM,Street Division Closed Case,4008,002100,060730021004008,4
100254,86283.0,Closed - Referred,Referred,0.0,0.0,SS-013340,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,This report has been referred to Other department at kvasquez@pd.sandiego.gov,kvasquez@pd.sandiego.gov,Medium,Web,Problem resolved,8/18/2016 9:49,8/18/2016,8/18/2016 10:00,8/18/2016,,,25.0,1.0,0.0,"Graffiti  at 220 Hensley St, San Diego, CA 92102, United States","This is a gang house!  ""SFA"" & ""SM28"" is graffiti'd on all surrounding walls and fences, including neighbor houses all along the alley way.  This house is the root of the gang violence, excessive noise and property damage to the neighbors.  Please do what you can to remove these tenants.   Over the last five years, 3 other locations within the same block have been converted from gang houses to family homes through owner selling, owner occupying and foreclosures.  220 Hensley St is the last gang house on this block.",Other,Graffiti,,,32.7078924-117.1346673,32.7078924,-117.1346673,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033TByAAM,Street Division Closed Case,3004,004800,060730048003004,3
97443,0.0,Closed,Closed,0.0,0.0,SS-021743,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,8/3/2016 9:49,8/3/2016,9/2/2016 0:03,9/2/2016,9/2/2016 0:03,9/2/2016,30.0,0.0,1.0,"Graffiti Removal at PICADOR BL & DEL SOL BL,, 92154",Along the fences from 905 exit on Picador  to Del Sol Blv.,Other,Graffiti,,,32.573323207101666-117.05400918075115,32.57332321,-117.0540092,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,1305 PIEDRA ...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032MkzAAE,Street Division Closed Case,3002,010010,060730100103002,3
100250,0.0,Assigned,In process,0.0,1.0,SS-014850,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Web,Problem resolved,8/18/2016 9:41,8/18/2016,9/3/2016 0:02,9/3/2016,,,25.0,1.0,0.0,"Graffiti  at 2759 K Street, San Diego, CA 92102, United States","Alley side walls heavily graffiti'd.  The graffiti originally came from the tenants living here.  This is due to the gang that previously lived at this apartment location and currently reside at 220 Hensley St San Diego, CA 92102.  I have reported the noise, fights, underage drinking and graffiti to police on numerous occasions.",Other,Graffiti,,,32.7082913-117.1347431,32.7082913,-117.1347431,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOPR,INPR,"2759 K Street, San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033T6yAAE,Street Division,3000,004800,060730048003000,3
97440,0.0,Closed,Closed,0.0,0.0,SS-010814,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,8/3/2016 9:38,8/3/2016,8/18/2016 7:37,8/18/2016,8/18/2016 7:37,8/18/2016,15.0,0.0,1.0,"Graffiti  at 5375-5399 Fairmount Ave Expy, San Diego, CA 92115, USA","Graffiti on pedestrian bridge retaining wall, just east of Fairmount Avenue near I-8 entrance.",Other,Graffiti,,,32.777015280041965-117.09931163711547,32.77701528,-117.0993116,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,5375-5399 Fairmount Ave Exp...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032MehAAE,Street Division Closed Case,1008,002801,060730028011008,1
100248,98692.0,Duplicate,New,1.0,0.0,SS-014849,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Web,Problem resolved,8/18/2016 9:36,8/18/2016,8/18/2016 9:59,8/18/2016,,,25.0,1.0,0.0,"Graffiti  at 2745 K Street, San Diego, CA 92102, United States",Alley side back fence and garage door heavily graffiti'd.  Gang related writing.,Other,Graffiti,,,32.7083141-117.1350237,32.7083141,-117.1350237,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033T31AAE,Street Division,3000,004800,060730048003000,3
100247,0.0,Assigned,In process,0.0,0.0,SS-010595,Offensive?,No,,Where is it located?,Private Residence,,,,,,,,,,,Medium,Web,Problem resolved,8/18/2016 9:33,8/18/2016,8/26/2016 0:05,8/26/2016,,,25.0,1.0,0.0,"Graffiti  at 219 Evans St, San Diego, CA 92102, United States","Alley fence has been excessively graffiti'd with gang related writing, ""SFA Zone"" & ""SM28"", among other writing.",Other,Graffiti,,,32.7078753-117.1352368,32.7078753,-117.1352368,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOPR,INPR,"219 Evans St, San Diego, CA...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033T1tAAE,Street Division,3004,004800,060730048003004,3
94627,0.0,Closed,Closed,0.0,0.0,SS-005784,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Web,Problem resolved,7/20/2016 15:53,7/20/2016,7/28/2016 0:04,7/28/2016,7/28/2016 0:04,7/28/2016,7.0,0.0,1.0,Graffiti  at 400 block Camino Del Rio South,"Graffiti on Camino Del Rio South, 400 block, on the street that takes you to TGIF's. Fraffiti is on both sides of the City sign and on lots of buildings over there too.",Other,Graffiti,,,37.2503924-107.8746052,37.2503924,-107.8746052,1.50001E+11,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,N,NOCO,CMPL,400 block Camino Del Rio SouthGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuakAAC,Street Division Closed Case,1080,971100,080679711001080,1
100243,0.0,Acknowledged,New,0.0,1.0,SS-028272,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,8/18/2016 9:26,8/18/2016,9/6/2016 0:03,9/6/2016,,,25.0,1.0,0.0,"Graffiti  at 4813-4975 Waring Rd, San Diego, CA 92120, USA","There is graffiti/tagging sprayed on a concrete drainage on the side of the hill going up Waring Rd. on the right had side, something that was designed to handle run-off from the steep hill just below the Presbyterian church. It may be city property.",Other,Graffiti,,,32.78704404426229-117.08401411271973,32.78704404,-117.0840141,1.50001E+11,DRAINS - Drain Maintenance,7470.0,Channel Cleaning,,N,,,4813-4975 WARING RD -GRAFFITI ON CHANNEL,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SwZAAU,Storm Water,3018,009703,060730097033018,3
97434,0.0,Closed,Closed,0.0,0.0,SS-017852,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,8/3/2016 9:02,8/3/2016,8/30/2016 0:06,8/30/2016,8/30/2016 0:06,8/30/2016,27.0,0.0,1.0,"Graffiti Removal at MC GRAW ST & MORENA BL,, 92117",GRAFFITI ON FENCE,Other,Graffiti,,,32.792637029394015-117.20649233872466,32.79263703,-117.2064923,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,"MC GRAW ST & MORENA BL,, 92117Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032MKSAA2,Street Division Closed Case,4020,009101,060730091014020,4
94626,0.0,Assigned,In process,0.0,0.0,SS-007577,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,7/20/2016 15:53,7/20/2016,7/27/2016 0:03,7/27/2016,,,54.0,1.0,0.0,"Graffiti Removal at COLLEGE AV & COLLEGE GROVE DR,, 92115",Graffiti removal on transformer box,Other,Graffiti,,,32.74447315605053-117.0535387034224,32.74447316,-117.0535387,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOPR,INPR,COLLEGE AV & COLLEGE GROVE  BOX,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuaVAAS,Street Division,1007,002903,060730029031007,1
94624,0.0,Closed,Closed,0.0,0.0,SS-031359,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,7/20/2016 15:40,7/20/2016,7/30/2016 0:06,7/30/2016,7/30/2016 0:05,7/30/2016,9.0,0.0,1.0,"Graffiti Removal at COLLEGE AV & COLLEGE GROVE DR,, 92115",Graffiti removal from brick wall,Other,Graffiti,,,32.74447315605053-117.0535387034224,32.74447316,-117.0535387,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,COLLEGE AV & COLLEGE GROVE ...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuXMAA0,Street Division Closed Case,1007,002903,060730029031007,1
103106,0.0,Assigned,In process,0.0,0.0,SS-027168,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,9/2/2016 11:38,9/2/2016,9/7/2016 0:02,9/7/2016,,,10.0,1.0,0.0,"Graffiti Removal at UNIVERSITY AV & SHILOH RD,, 92105",Remove graffiti on retaining wall by bus stop.,Other,Graffiti,,,32.74889016248719-117.07986138027259,32.74889016,-117.0798614,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOPR,INPR,"UNIVERSITY AV & SHILOH RD,,...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034l55AAA,Street Division,2000,002708,060730027082000,2
94622,0.0,Assigned,In process,0.0,0.0,SX-009720-004,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,7/20/2016 15:36,7/20/2016,7/27/2016 0:03,7/27/2016,,,54.0,1.0,0.0,"Graffiti Removal at COLLEGE AV & ADELAIDE AV,, 92115",Graffiti removal on poles,Other,Graffiti,,,32.757693759499595-117.06637042467631,32.75769376,-117.0663704,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOPR,INPR,"COLLEGE AV & ADELAIDE AV,, ...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuWYAA0,Street Division,1006,002702,060730027021006,1
97427,0.0,Assigned,In process,0.0,0.0,SS-013252,Offensive?,No,,Where is it located?,Commercial Property,,,,,,,,,,,Medium,Mobile,Problem resolved,8/3/2016 8:45,8/3/2016,8/10/2016 0:04,8/10/2016,,,40.0,1.0,0.0,Graffiti  at 3020?3038 Hawthorn St,,Other,Graffiti,,,32.72759467586361-117.1292660505597,32.72759468,-117.1292661,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOPR,INPR,2101 fern st Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032MBzAAM,Street Division,2009,004400,060730044002009,2
94619,0.0,Closed,Closed,0.0,0.0,SS-007568,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,7/20/2016 15:27,7/20/2016,7/30/2016 0:06,7/30/2016,7/30/2016 0:05,7/30/2016,9.0,0.0,1.0,"Graffiti Removal at 4400 COLLEGE AV, 92115",Graffiti Removal on concrete embankment,Other,Graffiti,,,32.757693759499595-117.06637042467631,32.75769376,-117.0663704,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,"4400 COLLEGE AV, 92115Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BuU3AAK,Street Division Closed Case,1006,002702,060730027021006,1
103093,0.0,Acknowledged,New,0.0,0.0,SS-031833,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,9/2/2016 10:38,9/2/2016,9/2/2016 14:25,9/2/2016,,,10.0,1.0,0.0,"Graffiti  at 5109 Alvarado Canyon Rd, San Diego, CA, United States",There is a lot of Graffiti covering the concrete creek/ sewer bed near Alvardao Canyon RD between Mission Gorge Road and Waring Road.,Other,Graffiti,,,32.7812501-117.0887507,32.7812501,-117.0887507,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034kXSAAY,Street Division,4001,009604,060730096044001,4
94606,0.0,Closed - Referred,Referred,0.0,0.0,SS-010026,Offensive?,No,,Where is it located?,Utility Box,,,,,,,,,This report has been referred to Graffiti on SDGE poles and boxes at aesgraffitihotline4sdge@yahoo.com,aesgraffitihotline4sdge@yahoo.com,Medium,Web,Problem resolved,7/20/2016 14:35,7/20/2016,7/20/2016 22:21,7/20/2016,,,54.0,1.0,0.0,"Graffiti  at 4919 El Cajon Blvd, San Diego, CA, United States","SDG@E box located in front of the Crispy Fried Chicken shop at 4919 El Cajon BLVD has ""KARM"" written in purple paint.",Other,Graffiti,,,32.7562805-117.0885673,32.7562805,-117.0885673,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bu9eAAC,Street Division Closed Case,2003,002707,060730027072003,2
100223,0.0,Closed,Closed,0.0,0.0,SS-015212,Offensive?,No,,Where is it located?,Street Lights,,,,,,,,,,,Medium,Web,Problem resolved,8/18/2016 8:36,8/18/2016,8/31/2016 0:12,8/31/2016,8/31/2016 0:12,8/31/2016,13.0,0.0,1.0,"Graffiti  at 1001 Kettner Boulevard, San Diego, CA, United States","""TRE"" in black on gray post. Second request to have it removed: Tracking Number: 00098337.",Other,Graffiti,,,32.7157961-117.1691906,32.7157961,-117.1691906,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"1001 Kettner Boulevard, San...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033SRCAA2,Street Division Closed Case,2003,005400,060730054002003,2
97410,0.0,Closed,Closed,0.0,0.0,SS-000908,Offensive?,No,,Where is it located?,Utility Box,,,,,,,,,,,Medium,Web,Problem resolved,8/3/2016 7:36,8/3/2016,8/9/2016 0:06,8/9/2016,8/9/2016 0:06,8/9/2016,6.0,0.0,1.0,"Graffiti  at 4402 37th Street, San Diego, CA, United States","Three utility boxes were tagged by a repeat offender (based on markings) along Meade Ave at 37th St.  I covered/cleaned the markings though remnants are still visible.  I took photos and will report below.  Also tagged was a city ""no parking"" temporary sign that I did not clean.",Other,Graffiti,,,32.7573372-117.1133446,32.7573372,-117.1133446,1.50001E+11,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,N,NOCO,CMPL,"4402 37th Street, San Diego...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032LWwAAM,Street Division Closed Case,5006,002100,060730021005006,5
97408,0.0,Closed - Referred,Referred,0.0,0.0,SS-006814,Offensive?,No,,Where is it located?,Park,,,,,,,,,This report has been referred to Park and Recreation at askparks@sandiego.gov,askparks@sandiego.gov,Medium,Mobile,Problem resolved,8/3/2016 7:29,8/3/2016,8/3/2016 7:52,8/3/2016,,,40.0,1.0,0.0,Graffiti  at 3642 Central Ave,On grey slide of big kid park,Other,Graffiti,,,32.74508788719098-117.1084809211242,32.74508789,-117.1084809,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032LRwAAM,Street Division Closed Case,2010,002402,060730024022010,2
97406,0.0,Closed,Closed,0.0,0.0,SS-030565,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Web,Problem resolved,8/3/2016 6:54,8/3/2016,8/12/2016 0:05,8/12/2016,8/12/2016 0:05,8/12/2016,9.0,0.0,1.0,"Graffiti  at 4877-4909 Ruffin Rd, San Diego, CA 92123, USA","Graffiti painted on the 45 MPH traffic sign, located on the east side of Ruffin Rd past the Studio Diner.",Other,Graffiti,,,32.82602167430007-117.12716664597167,32.82602167,-117.1271666,1.50001E+11,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,N,NOCO,CMPL,"4877-4909 Ruffin Rd, San Di...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000032L7wAAE,Street Division Closed Case,1051,008511,060730085111051,1
103074,0.0,Closed - Referred,Referred,0.0,0.0,SS-009028,Offensive?,No,,Where is it located?,Utility Box,,,,,,,,,This report has been referred to Graffiti on SDGE poles and boxes at aesgraffitihotline4sdge@yahoo.com,aesgraffitihotline4sdge@yahoo.com,Medium,Web,Problem resolved,9/2/2016 9:28,9/2/2016,9/2/2016 10:01,9/2/2016,,,10.0,1.0,0.0,Graffiti  at Del Sol Blvd & Riviera Summit Rd,"""JOKOR"" etc. signature type tagging visible on green utility box near SDG&E underground vault shown in attached photos.  Removed/covered 09/01/16 by Dolphin Cove Maintenance Association.  Located on left side of Del Sol Blvd between Dennery Rd and Riviera Summit Rd on Del.",Other,Graffiti,,,32.5720635-117.0349726,32.5720635,-117.0349726,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034jtrAAA,Street Division Closed Case,2038,010014,060730100142038,2
94586,94564.0,Closed,Closed,1.0,0.0,SS-000453,Offensive?,Yes,,,,,,,,,,,,,,Medium,Mobile,Problem resolved,7/20/2016 13:14,7/20/2016,7/30/2016 0:06,7/30/2016,7/30/2016 0:06,7/30/2016,9.0,0.0,1.0,Graffiti  at 141 19th St,Graffiti,Other,Graffiti,,,32.70683812182261-117.1466681495418,32.70683812,-117.1466681,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BtQeAAK,Street Division Closed Case,2014,004700,060730047002014,2
100205,0.0,Closed,Closed,0.0,1.0,SS-012772,Offensive?,Yes,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,8/18/2016 7:21,8/18/2016,8/26/2016 0:05,8/26/2016,8/26/2016 0:05,8/26/2016,8.0,0.0,1.0,"Graffiti  at 1901-1949 Grove Ave, San Diego, CA 92154, USA",The fence and lower wall on the south side of Saturn Blvd from Switzerland Drive to approximately 1929 Grove Ave was tagged by gangs. The F-word is included.,Other,Graffiti,,,32.572774815586776-117.09233632638933,32.57277482,-117.0923363,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"1901-1949 Grove Ave, San Di...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033RgzAAE,Street Division Closed Case,3005,010110,060730101103005,3
100203,0.0,Closed,Closed,0.0,1.0,SS-024402,Offensive?,Yes,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,8/18/2016 7:15,8/18/2016,9/3/2016 0:03,9/3/2016,9/3/2016 0:02,9/3/2016,16.0,0.0,1.0,"Graffiti  at 1522-1558 Saturn Blvd, San Diego, CA 92154, USA","Concrete wall and the wood above have been tagged, including the F-word on the west side of Saturn Blvd starting north from the south side of the intersection with Rimbey Ave.",Other,Graffiti,,,32.5683095529866-117.09288697486875,32.56830955,-117.092887,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"1522-1558 Saturn Blvd, San ...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033RcEAAU,Street Division Closed Case,1000,010104,060730101041000,1
97393,0.0,Closed,Closed,0.0,0.0,SS-018816,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,8/2/2016 23:38,8/2/2016,8/12/2016 0:05,8/12/2016,8/12/2016 0:05,8/12/2016,9.0,0.0,1.0,"Graffiti  at 4489-4499 Marlborough Avenue San Diego, CA 92116",SE corner signs tagged back and front,Other,Graffiti,,,32.758799-117.106026,32.758799,-117.106026,1.50001E+11,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,M,NOCO,CMPL,4489-4499 Marlborough Avenu...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002z9WsAAI,Street Division Closed Case,2004,002100,060730021002004,2
100200,0.0,Closed,Closed,0.0,0.0,SS-029612,Offensive?,Yes,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,8/18/2016 6:42,8/18/2016,8/23/2016 0:10,8/23/2016,8/23/2016 0:10,8/23/2016,5.0,0.0,1.0,Graffiti  at 1201?1299 S Euclid Ave,,Other,Graffiti,,,32.69445570188825-117.0849338081824,32.6944557,-117.0849338,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,1201#1299 S Euclid AveGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033RKAAA2,Street Division Closed Case,3009,003101,060730031013009,3
97391,0.0,Closed,Closed,0.0,0.0,SS-026344,Offensive?,No,,Where is it located?,Other,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 22:23,8/2/2016,8/12/2016 0:05,8/12/2016,8/12/2016 0:05,8/12/2016,9.0,0.0,1.0,"Graffiti  at 4850 Texas Street, San Diego, CA, United States",Tagging on the abutments of the overpass. Both to the East and West of Texas st. Additional tagging on pillars of overpass.,Other,Graffiti,,,32.7619263-117.1389216,32.7619263,-117.1389216,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOCO,CMPL,"4850 Texas Street, San Dieg...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002z9UrAAI,Street Division Closed Case,1009,001000,060730010001009,1
100199,0.0,Closed - Referred,Referred,0.0,0.0,SS-021623,Offensive?,No,,Where is it located?,Other,,,,,,,,,This report has been referred to Graffiti on SDGE poles and boxes at aesgraffitihotline4sdge@yahoo.com,aesgraffitihotline4sdge@yahoo.com,Medium,Mobile,Problem resolved,8/18/2016 6:30,8/18/2016,8/18/2016 10:11,8/18/2016,,,25.0,1.0,0.0,Graffiti  at 1714?1799 Pentecost Way,On utility pole,Other,Graffiti,,,32.72182974036105-117.0827947464931,32.72182974,-117.0827947,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000033RDOAA2,Street Division Closed Case,3000,002712,060730027123000,3
97390,0.0,Assigned,In process,0.0,0.0,SS-001735,Offensive?,No,,Where is it located?,Street or Sidewalk,,,,,,,,,,,Medium,Web,Problem resolved,8/2/2016 22:18,8/2/2016,8/5/2016 0:03,8/5/2016,,,40.0,1.0,0.0,"Graffiti  at 4800 Texas St, San Diego, CA 92116, USA",Tagging on median barrier under Adams Ave bridge and south toward madison ave.,Other,Graffiti,,,32.76277276691974-117.13876313862306,32.76277277,-117.1387631,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,N,NOPR,INPR,"4800 Texas St, San Diego, C...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000002z9UmAAI,Street Division,1010,001000,060730010001010,1
94577,0.0,Closed,Closed,0.0,0.0,SS-022190,,,,,,,,,,,,,,,,Medium,Phone,Problem resolved,7/20/2016 12:31,7/20/2016,8/10/2016 0:04,8/10/2016,8/10/2016 0:04,8/10/2016,20.0,0.0,1.0,Graffiti Removal at On Pomerado Rd South of Nacido-Green Graffiti on S/W,"Southbound on sidewalk, on Pomerado Rd, West sidewalk, Green graffiti on sidewalk",Other,Graffiti,,,33.007496997276846-117.05686713391412,33.007497,-117.0568671,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,0,NOCO,CMPL,On Pomerado Rd South of Nac...Graffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bt0gAAC,Street Division Closed Case,2018,017014,060730170142018,2
94574,94561.0,Closed,Closed,1.0,0.0,SS-000453,Offensive?,Yes,,,,,,,,,,,,,,Medium,Mobile,Problem resolved,7/20/2016 12:26,7/20/2016,7/26/2016 0:04,7/26/2016,7/26/2016 0:04,7/26/2016,5.0,0.0,1.0,Graffiti  at 141 19th St,Gang graffiti,Other,Graffiti,,,32.70685540000001-117.1464661,32.7068554,-117.1464661,,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,,,,Graffiti Removal,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BsxIAAS,Street Division Closed Case,2014,004700,060730047002014,2
94565,0.0,Closed,Closed,0.0,1.0,SS-025931,Offensive?,No,,Where is it located?,City Sign,,,,,,,,,,,Medium,Mobile,Problem resolved,7/20/2016 12:09,7/20/2016,7/28/2016 0:04,7/28/2016,7/28/2016 0:04,7/28/2016,7.0,0.0,1.0,Graffiti  at 4136?4144 Sunset Rd,Red insect painted on turn warning sign,Other,Graffiti,,,32.75173197140633-117.1886702799365,32.75173197,-117.1886703,1.50001E+11,TRAFFIC - Traffic Control,5302.0,Graffiti Removal - Signs,,M,NOCO,CMPL,4136#4144 Sunset RdGraffit...,,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003Bsm5AAC,Street Division Closed Case,2008,000100,060730001002008,2
94564,0.0,Closed,Closed,0.0,1.0,SS-000453,Offensive?,Yes,,Where is it located?,Commercial Property,,,,,,,,,,,Medium,Mobile,Problem resolved,7/20/2016 12:08,7/20/2016,7/30/2016 0:06,7/30/2016,7/30/2016 0:05,7/30/2016,9.0,0.0,1.0,"Graffiti  at 141 19th Street San Diego, CA 92102",Tagging,Other,Graffiti,,,32.706848-117.146415,32.706848,-117.146415,1.50001E+11,TRAFFIC - Traffic Control,5301.0,Graffiti Removal,,M,NOCO,CMPL,"141 19th Street San Diego, ...Graffit...",,https://getitdone.force.com//TSWViewReportDetail?Id=500t0000003BslMAAS,Street Division Closed Case,2014,004700,060730047002014,2
