incident_num,date_time,day,stno,stdir1,street,streettype,stdir2,stname2,sttype2,call_type,disposition,beat,priority,lat,lon,tract,blockgroup,block ,block
P16040050237,2016-04-29 16:41:08,6,0,,16TH,ST,,MARKET,ST,1131,CAN,521.0,1.0,,,,,,
P16040050245,2016-04-29 16:50:14,6,16900,,HIERBA,DR,,,,911,CAN,234.0,1.0,,,,,,
P16040050246,2016-04-29 16:51:17,6,2700,,VIA DE LA VALLE,,,,,1016,A,935.0,2.0,,,,,,
P16040050249,2016-04-29 16:54:26,6,3900,,MISSION,BL,,,,911,CAN,121.0,1.0,,,,,,
P16040050257,2016-04-29 16:59:11,6,300,,7TH,AV,,,,FOUND,CAN,521.0,,,,,,,
P16040050265,2016-04-29 17:01:48,6,6500,,UNIVERSITY,AV,,,,314,A,841.0,2.0,,,,,,
P16040050270,2016-04-29 17:07:40,6,300,W,SAN YSIDRO,BL,,,,415,CAN,712.0,2.0,,,,,,
P16040050280,2016-04-29 17:12:41,6,9600,,MIRAMAR,WY,,,,1016,A,243.0,2.0,,,,,,
P16040050345,2016-04-29 17:53:15,6,4700,,PACIFIC,HY,,,,1016,A,625.0,2.0,,,,,,
P16040050349,2016-04-29 17:54:30,6,500,S,42ND,ST,,,,1016,A,441.0,2.0,,,,,,
P16040050351,2016-04-29 17:55:55,6,500,,65TH,ST,,,,1016,A,452.0,2.0,,,,,,
P16040050360,2016-04-29 18:00:09,6,1400,,COMMERCIAL,ST,,,,1016,A,521.0,2.0,,,,,,
P16040050366,2016-04-29 18:03:24,6,500,,51ST,ST,,,,1016,A,431.0,2.0,,,,,,
P16040050371,2016-04-29 18:04:40,6,4200,,33RD,ST,,,,415,CAN,838.0,2.0,,,,,,
P16040050387,2016-04-29 18:14:26,6,1300,,OLIVER,AV,,,,415PP,CAN,122.0,2.0,,,,,,
P16040050391,2016-04-29 18:17:24,6,0,,MORENA,BL,,TAYLOR,ST,1016,A,625.0,2.0,,,,,,
P16040050395,2016-04-29 18:19:28,6,500,,CENTER CITY PY ESCONDIDO,,,,,1186,A,999.0,,,,,,,
P16040050402,2016-04-29 18:23:30,6,600,W,BROADWAY,,,,,911,CAN,522.0,1.0,,,,,,
P16040050409,2016-04-29 18:28:30,6,3600,,DWIGHT,ST,,,,WARRANT,A,839.0,3.0,,,,,,
P16040050419,2016-04-29 18:34:42,6,4600,,ALBUQUERQUE,ST,,,,1183,A,122.0,,,,,,,
P16040050420,2016-04-29 18:34:44,6,7900,,DANCY,RD,,,,5150V,A,242.0,1.0,,,,,,
P16040050429,2016-04-29 18:40:16,6,8500,,MIRAMAR,PL,,,,459A,CAN,931.0,2.0,,,,,,
P16040050433,2016-04-29 18:42:40,6,5200,,UNIVERSITY,AV,,,,1016,A,827.0,2.0,,,,,,
P16040050435,2016-04-29 18:43:18,6,0,,GARNET,AV,,GRESHAM,ST,647F,CAN,122.0,2.0,,,,,,
P16040050436,2016-04-29 18:43:40,6,3800,,GREENWOOD,ST,,,,415V,A,611.0,1.0,,,,,,
P16040050458,2016-04-29 19:03:48,6,4000,,37TH,ST,,,,415,CAN,838.0,2.0,,,,,,
P16040050462,2016-04-29 19:07:55,6,1200,,IMPERIAL,AV,,,,NARC,A,541.0,2.0,,,,,,
P16040050490,2016-04-29 19:24:14,6,0,,28TH,ST,,ASH,ST,5150V,A,518.0,1.0,,,,,,
P16040050514,2016-04-29 19:43:29,6,6500,,MISSION GORGE,RD,,,,1016,A,321.0,2.0,,,,,,
P16040050535,2016-04-29 19:54:05,6,0,,KEMPER,ST,,MIDWAY,DR,1016,A,611.0,2.0,,,,,,
P16040050538,2016-04-29 19:56:27,6,4400,,44TH,ST,,,,242,A,824.0,1.0,,,,,,
P16040050546,2016-04-29 19:59:28,6,800,,4TH,AV,,,,594,CAN,523.0,2.0,,,,,,
P16040050561,2016-04-29 20:14:02,6,12400,,CAMTO MIRA DEL MAR,,,,,415PP,CAN,934.0,2.0,,,,,,
P16040050571,2016-04-29 20:18:20,6,2500,,IMPERIAL,AV,,,,1186,A,512.0,,,,,,,
P16040050578,2016-04-29 20:21:09,6,4100,,MISSION,BL,,,,451,AT,122.0,1.0,,,,,,
P16040050580,2016-04-29 20:23:15,6,13800,,PASEO CARDIEL,,,,,1021,CAN,233.0,3.0,,,,,,
P16040050583,2016-04-29 20:25:16,6,4300,,HOME,AV,,,,1016,A,835.0,2.0,,,,,,
P16040050599,2016-04-29 20:31:47,6,0,,BALBOA,AV,,MT ALBERTINE,AV,20002,CAN,111.0,1.0,,,,,,
P16040050615,2016-04-29 20:38:52,6,3800,,COLLEGE,AV,,,,415N,CAN,841.0,3.0,,,,,,
P16040050616,2016-04-29 20:39:09,6,600,,VISTA SAN RAFAEL,,,,,PARTY,CAN,725.0,3.0,,,,,,
P16040050619,2016-04-29 20:40:55,6,400,,HORTON,PZ,,,,415,CAN,525.0,2.0,,,,,,
P16040050639,2016-04-29 20:51:42,6,8700,,COSTA VERDE,BL,,,,242,CAN,115.0,1.0,,,,,,
P16040050649,2016-04-29 21:00:00,6,3300,,L,ST,,,,CW,CAN,516.0,1.0,,,,,,
P16040050651,2016-04-29 21:00:48,6,0,,ASHER,ST,,LIETA,ST,415CN,CAN,116.0,3.0,,,,,,
P16040050659,2016-04-29 21:09:15,6,3600,,BILLMAN,ST,,,,415N,CAN,841.0,3.0,,,,,,
P16040050662,2016-04-29 21:14:13,6,3100,,MISSION,BL,,,,5150,CAN,121.0,2.0,,,,,,
P16040050665,2016-04-29 21:15:45,6,1200,,KETTNER,BL,,,,586,CAN,524.0,,,,,,,
P16040050685,2016-04-29 21:26:41,6,1600,,CAM DEL RIO NORTH,,,,,459A,CAN,315.0,2.0,,,,,,
P16040050689,2016-04-29 21:30:46,6,1200,,IMPERIAL,AV,,,,1016,CAN,541.0,2.0,,,,,,
P16040050701,2016-04-29 21:35:12,6,700,,THOMAS,AV,,,,CW,A,122.0,1.0,,,,,,
P16040050704,2016-04-29 21:36:30,6,0,,65TH,ST,,IMPERIAL,AV,1016,A,452.0,1.0,,,,,,
P16040050706,2016-04-29 21:37:31,6,4500,,LA JOLLA VILLAGE,DR,,,,911,CAN,115.0,1.0,,,,,,
P16040050727,2016-04-29 21:46:53,6,4800,,FALCONHURST,TR,,,,10852A,CAN,725.0,3.0,,,,,,
P16040050734,2016-04-29 21:50:37,6,5200,,FIORE,TR,,,,415V,A,115.0,1.0,,,,,,
P16040050738,2016-04-29 21:52:03,6,5000,,EL CAJON,BL,,,,242,A,824.0,,,,,,,
P16040050762,2016-04-29 22:07:30,6,3200,,41ST,ST,,,,415N,CAN,834.0,3.0,,,,,,
P16040050763,2016-04-29 22:07:41,6,0,,EAST,DR,,MIDWAY,DR,1016,A,611.0,2.0,,,,,,
P16040050771,2016-04-29 22:11:57,6,700,,TANGIERS,CT,,,,415N,CAN,121.0,3.0,,,,,,
P16040050788,2016-04-29 22:21:45,6,1000,,GRAND,AV,,,,PARTY,CAN,122.0,3.0,,,,,,
P16040050789,2016-04-29 22:23:07,6,5900,,BALBOA,AV,,,,459A,CAN,111.0,2.0,,,,,,
P16040050811,2016-04-29 22:36:23,6,3200,,BAYSIDE,WK,,,,586,CAN,121.0,,,,,,,
P16040050812,2016-04-29 22:36:46,6,15300,,ROCKWOOD,RD,,,,INFO,CAN,235.0,2.0,,,,,,
P16040050818,2016-04-29 22:40:38,6,0,,FOR UT 526K3 OFCR JOHNS OR OFC,,,,,1021,CAN,500.0,3.0,,,,,,
P16040050819,2016-04-29 22:40:57,6,1200,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040050829,2016-04-29 22:45:31,6,5300,,REX,AV,,,,SLEEPER,A,827.0,3.0,,,,,,
P16040050841,2016-04-29 22:51:21,6,1200,,MORENA,BL,,,,1016,A,622.0,2.0,,,,,,
P16040050849,2016-04-29 22:58:10,6,200,,WOODMAN,ST,,,,1016,A,452.0,2.0,,,,,,
P16040050854,2016-04-29 23:01:25,6,1500,,COMMERCIAL,ST,,,,1016,A,521.0,2.0,,,,,,
P16040050859,2016-04-29 23:04:37,6,2600,,OCEAN FRONT,WK,,,,PARTY,CAN,121.0,3.0,,,,,,
P16040050868,2016-04-29 23:10:20,6,8500,,COSTA VERDE,BL,,,,PARTY,CAN,115.0,3.0,,,,,,
P16040050869,2016-04-29 23:11:01,6,9200,,REGENTS,RD,,,,PARTY,CAN,115.0,3.0,,,,,,
P16040050876,2016-04-29 23:15:33,6,4000,,ORANGE,AV,,,,1016,A,832.0,2.0,,,,,,
P16040050881,2016-04-29 23:18:20,6,800,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040050885,2016-04-29 23:22:00,6,0,,8,,,,,1016,A,315.0,2.0,,,,,,
P16040050886,2016-04-29 23:22:18,6,4000,,ORANGE,AV,,,,1016,A,832.0,2.0,,,,,,
P16040050893,2016-04-29 23:25:41,6,3700,,SPORTS ARENA,BL,,,,911,CAN,611.0,1.0,,,,,,
P16040050916,2016-04-29 23:33:13,6,4400,,MISSION,BL,,,,1016,A,122.0,2.0,,,,,,
P16040050923,2016-04-29 23:35:54,6,7000,,FRIARS,RD,,,,459A,CAN,623.0,2.0,,,,,,
P16040050931,2016-04-29 23:39:31,6,4200,,CAM TICINO,,,,,PARTY,CAN,115.0,3.0,,,,,,
P16040050950,2016-04-29 23:51:42,6,900,,F,ST,,,,415N,CAN,521.0,3.0,,,,,,
P16040050969,2016-04-30 00:02:23,7,5200,,GREENBRIER,AV,,,,653M,CAN,322.0,3.0,,,,,,
P16040050971,2016-04-30 00:02:41,7,3600,,COLLEGE,AV,,,,415N,CAN,823.0,3.0,,,,,,
P16040050974,2016-04-30 00:03:47,7,400,,6TH,AV,,,,415V,A,523.0,1.0,,,,,,
P16040050976,2016-04-30 00:05:15,7,3600,,ROSA LINDA,ST,,,,586,CAN,723.0,,,,,,,
P16040050985,2016-04-30 00:09:03,7,3500,,DEL SOL,BL,,,,415N,CAN,723.0,3.0,,,,,,
P16040050989,2016-04-30 00:09:44,7,800,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040050992,2016-04-30 00:10:48,7,8800,,COSTA VERDE,BL,,,,PARTY,CAN,115.0,3.0,,,,,,
P16040050994,2016-04-30 00:11:43,7,3200,,MISSION,BL,,,,459A,CAN,121.0,2.0,,,,,,
P16040050998,2016-04-30 00:14:56,7,8200,,REGENTS,RD,,,,911,CAN,115.0,1.0,,,,,,
P16040051001,2016-04-30 00:16:19,7,17500,,MATINAL,DR,,,,459C,A,234.0,2.0,,,,,,
P16040051009,2016-04-30 00:20:11,7,5100,,COLLEGE,AV,,,,242,A,327.0,1.0,,,,,,
P16040051024,2016-04-30 00:31:25,7,0,,5TH,AV,,C,ST,42682,A,524.0,,,,,,,
P16040051030,2016-04-30 00:35:25,7,800,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040051045,2016-04-30 00:38:41,7,900,,GARNET,AV,,,,1186,A,122.0,,,,,,,
P16040051056,2016-04-30 00:48:09,7,5500,,BEAUMONT,AV,,,,415N,CAN,124.0,3.0,,,,,,
P16040051059,2016-04-30 00:49:38,7,1000,,INDIA,ST,,,,1016,A,524.0,2.0,,,,,,
P16040051061,2016-04-30 00:50:10,7,0,,5TH,AV,,F,ST,415V,A,523.0,1.0,,,,,,
P16040051063,2016-04-30 00:51:28,7,0,,CATOCTIN,DR,,MONTEZUMA,RD,CW,A,327.0,1.0,,,,,,
P16040051070,2016-04-30 00:56:28,7,500,,5TH,AV,,,,415N,CAN,523.0,3.0,,,,,,
P16040051074,2016-04-30 00:59:05,7,700,,OSTEND,CT,,,,PARTY,CAN,121.0,3.0,,,,,,
P16040051080,2016-04-30 01:08:18,7,700,,THOMAS,AV,,,,1016,A,122.0,2.0,,,,,,
P16040051079,2016-04-30 01:08:18,7,3800,,HAINES,ST,,,,415N,CAN,122.0,3.0,,,,,,
P16040051091,2016-04-30 01:11:46,7,400,,6TH,AV,,,,415V,A,523.0,1.0,,,,,,
P16040051094,2016-04-30 01:12:58,7,0,,5TH,AV,,J,ST,647F,A,523.0,2.0,,,,,,
P16040051096,2016-04-30 01:14:14,7,1500,,5TH,AV,,,,1016,A,526.0,2.0,,,,,,
P16040051104,2016-04-30 01:18:13,7,8900,,COSTA VERDE,BL,,,,PARTY,CAN,115.0,3.0,,,,,,
P16040051112,2016-04-30 01:23:36,7,400,,MARKET,ST,,,,242,A,523.0,1.0,,,,,,
P16040051115,2016-04-30 01:26:42,7,5000,,DEBBY,DR,,,,459R,CAN,326.0,3.0,,,,,,
P16040051117,2016-04-30 01:29:34,7,400,,ISLAND,AV,,,,415N,CAN,523.0,3.0,,,,,,
P16040051124,2016-04-30 01:34:59,7,3800,,43RD,ST,,,,42682,A,834.0,,,,,,,
P16040051127,2016-04-30 01:39:07,7,0,,5TH,AV,,MARKET,ST,20002,CAN,523.0,1.0,,,,,,
P16040051129,2016-04-30 01:40:06,7,600,,HOTEL CIRCLE SOUTH,,,,,417,A,623.0,1.0,,,,,,
P16040051144,2016-04-30 01:50:38,7,10600,,BROOKHOLLOW,CT,,,,415N,CAN,242.0,3.0,,,,,,
P16040051146,2016-04-30 01:52:52,7,400,W,B,ST,,,,415V,A,524.0,1.0,,,,,,
P16040051150,2016-04-30 01:54:53,7,4800,,MONTEZUMA,RD,,,,1181,A,326.0,,,,,,,
P16040051152,2016-04-30 01:55:42,7,0,,MIDWAY,DR,,ROSECRANS,ST,1182CR,A,611.0,2.0,,,,,,
P16040051156,2016-04-30 01:59:44,7,0,,THE FIVE GUYS,,,,,415,A,122.0,2.0,,,,,,
P16040051171,2016-04-30 02:11:31,7,0,,11TH,AV,,MARKET,ST,10852,A,521.0,,,,,,,
P16040051172,2016-04-30 02:12:36,7,900,,6TH,AV,,,,415V,CAN,524.0,1.0,,,,,,
P16040051173,2016-04-30 02:13:04,7,4100,,45TH,ST,,,,1016,A,831.0,2.0,,,,,,
P16040051186,2016-04-30 02:24:30,7,3000,,UNIVERSITY,AV,,,,911,CAN,813.0,1.0,,,,,,
P16040051196,2016-04-30 02:32:42,7,1000,,5TH,AV,,,,1016,CAN,524.0,2.0,,,,,,
P16040051205,2016-04-30 02:40:44,7,1700,,GARNET,AV,,,,1016,CAN,122.0,2.0,,,,,,
P16040051215,2016-04-30 02:50:47,7,2400,,J,ST,,,,911,CAN,514.0,1.0,,,,,,
P16040051218,2016-04-30 02:54:02,7,0,,COLLWOOD,BL,,MONTEZUMA,RD,1016,A,326.0,2.0,,,,,,
P16040051227,2016-04-30 03:02:13,7,11000,,CARMEL MTN,RD,,,,CW,A,233.0,1.0,,,,,,
P16040051228,2016-04-30 03:04:56,7,3000,,HEALTH CENTER,DR,,,,415,CAN,314.0,2.0,,,,,,
P16040051231,2016-04-30 03:08:37,7,0,,8TH,AV,,BROADWAY,,42682,CAN,524.0,,,,,,,
P16040051235,2016-04-30 03:12:50,7,6700,,ANNMAR,DR,,,,1183,A,437.0,,,,,,,
P16040051249,2016-04-30 03:26:36,7,1500,,5TH,AV,,,,1016,A,526.0,2.0,,,,,,
P16040051282,2016-04-30 04:13:34,7,9100,,KEARNY VILLA,CT,,,,459A,CAN,313.0,2.0,,,,,,
P16040051315,2016-04-30 05:11:04,7,9600,,HEINRICH HERTZ,DR,,,,459A,CAN,713.0,2.0,,,,,,
P16040051319,2016-04-30 05:21:55,7,0,,HARBOR,DR,,PARK,BL,594R,CAN,511.0,2.0,,,,,,
P16040051323,2016-04-30 05:33:15,7,1300,,EUCLID,AV,,,,911,CAN,447.0,1.0,,,,,,
P16040051325,2016-04-30 05:35:00,7,3000,,MADISON,AV,,,,415,CAN,813.0,2.0,,,,,,
P16040051327,2016-04-30 05:36:29,7,3800,,CALLE FORTUNADA,,,,,459A,CAN,313.0,2.0,,,,,,
P16040051329,2016-04-30 05:38:38,7,4900,,NEWPORT,AV,,,,415V,A,614.0,1.0,,,,,,
P16040051330,2016-04-30 05:42:37,7,3600,,CAM DEL RIO SOUTH,,,,,459A,CAN,315.0,2.0,,,,,,
P16040051353,2016-04-30 06:19:01,7,7100,,SKYLINE,DR,,,,415,CAN,437.0,2.0,,,,,,
P16040051370,2016-04-30 06:48:47,7,1000,,OUTER,RD,,,,415,CAN,724.0,2.0,,,,,,
P16040051378,2016-04-30 06:59:08,7,0,,28TH,ST,,A,ST,DC,A,517.0,2.0,,,,,,
P16040051416,2016-04-30 07:49:47,7,0,,MISSION,BL,,ROCKAWAY,CT,1151,A,121.0,2.0,,,,,,
P16040051425,2016-04-30 07:55:03,7,2400,,HOTEL CIRCLE,PL,,,,911,CAN,623.0,1.0,,,,,,
P16040051433,2016-04-30 08:02:17,7,7800,,GIRARD,AV,,,,459A,CAN,124.0,2.0,,,,,,
P16040051444,2016-04-30 08:13:40,7,900,,CAROLINA,LN,,,,1016,A,445.0,2.0,,,,,,
P16040051477,2016-04-30 08:46:55,7,500,W,SAN YSIDRO,BL,,,,1016,A,712.0,2.0,,,,,,
P16040051479,2016-04-30 08:48:45,7,500,,SATURN,BL,,,,1016,A,721.0,2.0,,,,,,
P16040051482,2016-04-30 08:50:28,7,1500,,IMPERIAL,AV,,,,415,CAN,521.0,2.0,,,,,,
P16040051485,2016-04-30 08:51:46,7,0,,7TH,AV,,MARKET,ST,415V,A,521.0,1.0,,,,,,
P16040051499,2016-04-30 09:07:00,7,6500,,FRIARS,RD,,,,459A,CAN,621.0,2.0,,,,,,
P16040051506,2016-04-30 09:11:28,7,500,,BROADWAY,,,,,415,CAN,523.0,2.0,,,,,,
P16040051507,2016-04-30 09:11:48,7,1600,,FRONT,ST,,,,911,CAN,528.0,1.0,,,,,,
P16040051546,2016-04-30 09:35:47,7,1600,,TORREY PINES,RD,,,,10851E,CAN,124.0,3.0,,,,,,
P16040051564,2016-04-30 09:46:05,7,4000,,TAYLOR,ST,,,,314,A,625.0,2.0,,,,,,
P16040051568,2016-04-30 09:47:55,7,500,,10TH,AV,,,,459A,CAN,521.0,2.0,,,,,,
P16040051586,2016-04-30 10:02:00,7,6600,,CLAREMORE,AV,,,,911,CAN,325.0,1.0,,,,,,
P16040051590,2016-04-30 10:03:58,7,3900,,NORMAL,ST,,,,415,CAN,627.0,2.0,,,,,,
P16040051593,2016-04-30 10:04:30,7,2800,,MIDWAY,DR,,,,1016,A,611.0,2.0,,,,,,
P16040051602,2016-04-30 10:07:25,7,0,,44TH,ST,,MAPLE,ST,1016,A,836.0,2.0,,,,,,
P16040051640,2016-04-30 10:50:14,7,1800,,DIAMOND,ST,,,,459A,CAN,122.0,1.0,,,,,,
P16040051658,2016-04-30 11:00:48,7,5200,,GAINES,ST,,,,1016,A,622.0,2.0,,,,,,
P16040051680,2016-04-30 11:15:25,7,1700,,PALM SB,AV,,,,1150,A,721.0,1.0,,,,,,
P16040051695,2016-04-30 11:22:30,7,7000,,FRIARS,RD,,,,647F,CAN,623.0,2.0,,,,,,
P16040051726,2016-04-30 11:50:12,7,0,,KURTZ,ST,,ROSECRANS,ST,1016,AT,611.0,2.0,,,,,,
P16040051730,2016-04-30 11:51:41,7,500,,PARK,BL,,,,5150,CAN,521.0,2.0,,,,,,
P16040051739,2016-04-30 11:56:36,7,9100,,JUDICIAL,DR,,,,415,CAN,115.0,2.0,,,,,,
P16040051742,2016-04-30 12:00:33,7,200,,50TH,ST,,,,5150V,A,446.0,1.0,,,,,,
P16040051761,2016-04-30 12:16:00,7,1500,,IMPERIAL,AV,,,,5150,CAN,521.0,2.0,,,,,,
P16040051767,2016-04-30 12:21:25,7,0,,TEQUILA,WY,,VIA ENCANTADORAS,,10852C,A,712.0,2.0,,,,,,
P16040051780,2016-04-30 12:31:53,7,4200,,WINONA,AV,,,,1185,A,826.0,2.0,,,,,,
P16040051791,2016-04-30 12:42:25,7,1100,,BOLLENBACHER,ST,,,,415V,A,431.0,1.0,,,,,,
P16040051827,2016-04-30 13:08:43,7,8100,,EL PASEO GRANDE,,,,,459A,CAN,124.0,1.0,,,,,,
P16040051834,2016-04-30 13:14:24,7,3200,,PALM SB,AV,,,,459A,CAN,723.0,1.0,,,,,,
P16040051835,2016-04-30 13:17:22,7,13300,,SALMON RIVER,RD,,,,LOST,CAN,233.0,4.0,,,,,,
P16040051845,2016-04-30 13:21:43,7,11900,,WORLD TRADE,DR,,,,911,A,232.0,1.0,,,,,,
P16040051859,2016-04-30 13:33:47,7,1700,,WEST MISSION BAY,DR,,,,911,CAN,123.0,1.0,,,,,,
P16040051870,2016-04-30 13:42:12,7,9600,,HEINRICH HERTZ,DR,,,,459A,CAN,713.0,2.0,,,,,,
P16040051876,2016-04-30 13:44:43,7,6400,,BURGUNDY,ST,,,,5150,CAN,322.0,2.0,,,,,,
P16040051898,2016-04-30 14:02:20,7,900,,PARK,BL,,,,415,A,521.0,2.0,,,,,,
P16040051906,2016-04-30 14:07:24,7,2700,,DE ANZA,RD,,,,415,CAN,123.0,2.0,,,,,,
P16040051926,2016-04-30 14:26:45,7,100,,22ND,ST,,,,1016,A,514.0,2.0,,,,,,
P16040051935,2016-04-30 14:33:58,7,0,,EUCLID,AV,,NARANJA,ST,1183,A,432.0,,,,,,,
P16040051952,2016-04-30 14:48:59,7,1600,,CAM DEL RIO NORTH,,,,,415,CAN,315.0,2.0,,,,,,
P16040051955,2016-04-30 14:54:44,7,1300,,VADO,WY,,,,FU,CAN,439.0,2.0,,,,,,
P16040051957,2016-04-30 14:54:57,7,2100,,IMPERIAL,AV,,,,1016,A,512.0,2.0,,,,,,
P16040051960,2016-04-30 14:55:53,7,5000,,SANTA CRUZ,AV,,,,FOUND,CAN,614.0,,,,,,,
P16040051961,2016-04-30 14:56:23,7,4400,,KANSAS,ST,,,,1171,CAN,813.0,1.0,,,,,,
P16040051966,2016-04-30 14:58:24,7,1800,,COMMERCIAL,ST,,,,1016,A,512.0,2.0,,,,,,
P16040051967,2016-04-30 14:58:39,7,4000,,ORANGE,AV,,,,1151,A,832.0,2.0,,,,,,
P16040051990,2016-04-30 15:11:59,7,3800,,FAIRMOUNT,AV,,,,415,A,833.0,2.0,,,,,,
P16040052008,2016-04-30 15:20:27,7,12100,,FAIRHOPE,RD,,,,459A,CAN,234.0,1.0,,,,,,
P16040052029,2016-04-30 15:31:34,7,0,,UNIVERSITY,AV,,UNIVERSITY SQUARE,DY,20002,CAN,823.0,1.0,,,,,,
P16040052057,2016-04-30 15:49:19,7,4500,,ALVARADO CANYON,RD,,,,1016,A,321.0,2.0,,,,,,
P16040052079,2016-04-30 16:04:16,7,400,,HOTEL CIRCLE SOUTH,,,,,911,CAN,623.0,1.0,,,,,,
P16040052108,2016-04-30 16:34:54,7,3800,,HIGHLAND,AV,,,,1016,A,833.0,2.0,,,,,,
P16040052115,2016-04-30 16:41:10,7,4400,,MISSION BAY,DR,,,,415,CAN,122.0,2.0,,,,,,
P16040052131,2016-04-30 16:52:39,7,1300,S,43RD,ST,,,,911P,CAN,442.0,2.0,,,,,,
P16040052140,2016-04-30 17:03:30,7,300,W,HARBOR,DR,,,,911,CAN,522.0,1.0,,,,,,
P16040052160,2016-04-30 17:18:31,7,700,,PACIFIC BEACH,DR,,,,647F,A,121.0,2.0,,,,,,
P16040052172,2016-04-30 17:25:44,7,6200,,AKINS,AV,,,,242,A,433.0,1.0,,,,,,
P16040052180,2016-04-30 17:34:09,7,0,,20TH,ST,,L,ST,1016,A,514.0,2.0,,,,,,
P16040052228,2016-04-30 18:08:08,7,4300,,MC CLINTOCK,ST,,,,1016,A,811.0,2.0,,,,,,
P16040052254,2016-04-30 18:25:07,7,5000,,FEDERAL,BL,,,,415V,A,447.0,1.0,,,,,,
P16040052283,2016-04-30 18:39:30,7,4300,,36TH,ST,,,,1016,A,811.0,2.0,,,,,,
P16040052293,2016-04-30 18:45:19,7,2100,,FENTON,PY,,,,5150,A,315.0,2.0,,,,,,
P16040052305,2016-04-30 18:50:10,7,4000,,30TH,ST,,,,1016,A,813.0,2.0,,,,,,
P16040052379,2016-04-30 19:36:17,7,3300,,LOGAN,AV,,,,911,CAN,512.0,1.0,,,,,,
P16040052384,2016-04-30 19:38:32,7,200,,VIA DE SAN YSIDRO,,,,,911,CAN,712.0,1.0,,,,,,
P16040052397,2016-04-30 19:43:44,7,2200,,SHELTER ISLAND,DR,,,,CW,CAN,616.0,1.0,,,,,,
P16040052415,2016-04-30 19:56:52,7,100,,30TH,ST,,,,1016,A,516.0,2.0,,,,,,
P16040052428,2016-04-30 20:06:14,7,4000,,CAM DE LA PLAZA,,,,,911P,CAN,712.0,2.0,,,,,,
P16040052433,2016-04-30 20:08:52,7,6000,,REO,PL,,,,1016,A,438.0,2.0,,,,,,
P16040052437,2016-04-30 20:12:51,7,0,,HIGHLAND,AV,,MAPLE,ST,PARTY,CAN,836.0,3.0,,,,,,
P16040052447,2016-04-30 20:17:40,7,4100,,UNIVERSITY,AV,,,,1016,A,832.0,2.0,,,,,,
P16040052448,2016-04-30 20:17:45,7,3200,,LA JOLLA VILLAGE,DR,,,,415,CAN,124.0,2.0,,,,,,
P16040052458,2016-04-30 20:24:31,7,5200,,AUBURN,DR,,,,FOUND,CAN,827.0,,,,,,,
P16040052461,2016-04-30 20:28:36,7,0,,LOS ANGELES,PL,,SAN MATEO,DR,415N,CAN,432.0,3.0,,,,,,
P16040052484,2016-04-30 20:39:09,7,0,,32ND,ST,,IMPERIAL,AV,42682,A,512.0,,,,,,,
P16040052510,2016-04-30 20:51:27,7,8500,,EL PASEO GRANDE,,,,,459A,CAN,124.0,1.0,,,,,,
P16040052513,2016-04-30 20:54:35,7,4500,,LA JOLLA VILLAGE,DR,,,,415,CAN,115.0,2.0,,,,,,
P16040052523,2016-04-30 21:00:36,7,3400,,KURTZ,ST,,,,459A,CAN,611.0,2.0,,,,,,
P16040052524,2016-04-30 21:01:18,7,8600,,SPECTRUM CENTER,BL,,,,911,CAN,313.0,1.0,,,,,,
P16040052540,2016-04-30 21:11:02,7,4000,,UTAH,ST,,,,586,CAN,813.0,,,,,,,
P16040052543,2016-04-30 21:12:50,7,4200,,47TH,ST,,,,415N,CAN,831.0,3.0,,,,,,
P16040052556,2016-04-30 21:20:51,7,4400,,CAM DE LA PLAZA,,,,,1016,A,712.0,2.0,,,,,,
P16040052570,2016-04-30 21:28:23,7,6900,,LINDA VISTA,RD,,,,1016,A,621.0,2.0,,,,,,
P16040052589,2016-04-30 21:43:43,7,1700,,GARNET,AV,,,,1016,A,122.0,2.0,,,,,,
P16040052604,2016-04-30 21:50:39,7,3900,,HAINES,ST,,,,415N,CAN,122.0,3.0,,,,,,
P16040052613,2016-04-30 21:55:35,7,0,,INGRAHAM,ST,,SUNSET CLIFFS BL,RA,1183,A,123.0,,,,,,,
P16040052625,2016-04-30 22:00:47,7,900,,CHALCEDONY,ST,,,,42682,A,122.0,,,,,,,
P16040052630,2016-04-30 22:02:00,7,2000,,NEWTON,AV,,,,1016,A,511.0,2.0,,,,,,
P16040052636,2016-04-30 22:04:30,7,700,,EMERALD,ST,,,,415N,CAN,122.0,3.0,,,,,,
P16040052648,2016-04-30 22:08:59,7,4100,,HIGHLAND,AV,,,,415N,CAN,831.0,3.0,,,,,,
P16040052661,2016-04-30 22:12:32,7,1400,,BRUNNER,ST,,,,1016,A,622.0,2.0,,,,,,
P16040052670,2016-04-30 22:16:07,7,2800,,47TH,ST,,,,PARTY,CAN,836.0,3.0,,,,,,
P16040052688,2016-04-30 22:23:41,7,900,,PACIFIC BEACH,DR,,,,PARTY,CAN,122.0,3.0,,,,,,
P16040052709,2016-04-30 22:34:15,7,4200,,MENLO,AV,,,,1151,A,831.0,2.0,,,,,,
P16040052713,2016-04-30 22:35:26,7,0,,FLIPPER,DR,,LATIMER,ST,415N,CAN,452.0,3.0,,,,,,
