Case Number,Problem Category,Geolocation (Latitude),Geolocation (Longitude),Opened Date,Subject,Status,Public Description,SAP URL,Closed Date,Age (Days)
102201,Sidewalk,32.72169186,-117.1592912,8/29/16,Sidewalk  at 1555 6th Ave,Acknowledged,Broken sidewalk and curb,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Km3AAE,,1
102203,,32.924298,-117.042596,8/29/16,"Curb Faded Paint at 13374 Mahogany Cove, San Diego, CA, United States",Acknowledged,"My 5 year old daughter is disabled and rides the school bus. We need the curb outside the front of our house marked as handicapped parking only, so that she can safely get on and off the bus.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034KpLAAU,,1
102204,Graffiti,32.75018677,-117.1444811,8/29/16,Graffiti  at 1917 Lincoln Ave,Acknowledged,Red guard rail signs defaced,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Kx0AAE,,1
102205,Graffiti,32.75028229,-117.1442055,8/29/16,Graffiti  at 1925 Lincoln Ave,Acknowledged,"Graffiti all along the south side of the Georgia street bridge University Ave and Georgia street",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034KyhAAE,,1
102207,Street Light,32.7278077,-117.2460667,8/29/16,Street Light Light On During Day at 1145 Moana Dr,Acknowledged,Point Loma Avenue to Santa Barbara to Catalina Blvd. entire area.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LBWAA2,,1
102208,Sidewalk,32.753054,-117.185169,8/29/16,"Sidewalk  at 4294 Arguello Street, San Diego, CA, United States",Acknowledged,"Raised sidewalk on Hickory st near driveway of 4294 Arguello st.  Driveway is around the corner, on the Hickory st side of this house.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LC0AAM,,1
102209,Pothole,32.85010993,-117.2516188,8/29/16,"Pothole at LA JOLLA PKY, 92037",Duplicate,located on westbound La Jolla Parkway between the 5/52 freeway off-ramps,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LG7AAM,,1
102212,Pothole,32.75660262,-117.1728373,8/29/16,"Pothole  at 4308 Avalon Dr, San Diego, CA 92103, USA",Acknowledged,"The opening of Summit, from Avalon, has many potholes. Can you flatten it please?  (Sorry the red dot wouldn't land on summit, which is a dead end road and has no house addresses.)",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LP9AAM,,1
102213,Pothole,32.72056621,-117.23023,8/29/16,Pothole  at 2824 Canon St,Acknowledged,Pot hole,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LRyAAM,,1
102214,Traffic Sign,32.89945718,-117.1995414,8/29/16,"Traffic Sign - Maintain at 10030 BARNES CANYON RD, 92121",Assigned,"PICKUP PEDESTRIAN YIELD SIGN, WAS FOUND IN FRONT YARD, HE PUT BACK OF PROPERTY IN TRASH ENCLOSURE SHOULD SEE IT STICKING UP, THERE IS ACCESS TO IT",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LXrAAM,,1
102215,Curb,32.76901583,-117.0718855,8/29/16,"Paint Curb - Maintenance at 5004 CAMPANILE DR, 92115",Assigned,"Per consumer: red curb is faded, needs to be repainted.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LdzAAE,,1
102216,Tree Hazard,32.73426167,-117.22428,8/29/16,Tree Hazard  at 2060 Evergreen St,Closed - Referred,This enormous tree has never been trimmed in the 15 years I've lived on this street. There are electrical wires entwined with branches. There are huge potholes in the street that come back after every street repair that has been done.  The roots of this tree is under my house and in my plumbing .  Is there any thing to be done? It's beautiful but a safety concern with the electrical lines and street-and an expensive nuisance with my plumbing,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Lg5AAE,,1
102218,Street Light,32.75539823,-117.1068545,8/29/16,Street Light Light Out at 4102 El Cajon Blvd,Acknowledged,Street light damaged at base.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LnQAAU,,1
102219,Graffiti,32.74898327,-117.1534716,8/29/16,"Graffiti Removal at 3948 VERMONT ST, 92103",Acknowledged,Per consumer: Graffiti removal on Vermont Street Pedestrian Bridge,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LwNAAU,,1
102220,Curb,32.686087,-117.101965,8/29/16,"Curb Faded Paint at 1944 North Highland Avenue National City, CA 91950",Acknowledged,Repaint corner curbs red-corners of 43rd and Nordica ave and 43rd and Nordica ave,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Lx1AAE,,1
102221,Pothole,32.75809953,-117.2255746,8/29/16,"Pothole  at 607 W Mission Bay Dr, San Diego, CA 92107, USA",Duplicate,The bridge between Sports Arena Blvd. and Sea World is in MAJOR disrepair.  It is loaded with potholes and big cracks.  One light earthquake and that bridge and everyone on it is history.  Scary!,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034LyOAAU,,1
102224,Graffiti,32.758229,-117.066985,8/29/16,"Graffiti  at 6055 Estelle Street, San Diego, CA, United States",Acknowledged,Graffiti on the wall by trash dumpsters towards the rear of the condos. Must have occurred this morning 8/29/2016 between 9am-1pm.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MA5AAM,,1
102225,Sidewalk,32.90539096,-117.1179137,8/29/16,"Sidewalk  at 9668-9698 Gold Coast Dr, San Diego, CA 92126, USA",Acknowledged,"There is a metal pole sticking out of the side walk. It is painted orange, yet many people still trip on it.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MCpAAM,,1
102228,Pothole,32.76868023,-117.0968444,8/29/16,"Pothole  at 5121-5177 Fairmount Ave Expy, San Diego, CA, USA",Acknowledged,"Several potholes south of Montezuma. One of the potholes is VERY BIG, the others are just big - they are all big enough that they need to be dodged and not driven over.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MLmAAM,,1
102229,Street Light,32.89967776,-117.2219605,8/29/16,"Street Light Light On During Day at 10850-10998 Sorrento Valley Rd, San Diego, CA 92121, USA",Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MMuAAM,,1
102230,Street Light,32.95778832,-117.1937075,8/29/16,"Street Light Light On During Day at Carmel Valley Rd, San Diego, CA 92130, USA",Acknowledged,"both sides of street, across from one another, outside the new condo complex",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MOqAAM,,1
102231,Street Light,32.92571068,-117.2082058,8/29/16,"Street Light Light On During Day at 10566 Gaylemont Ln, San Diego, CA 92130, USA",Acknowledged,,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MPyAAM,,1
102232,Sidewalk,32.7441644,-117.1000907,8/29/16,"Sidewalk  at 3604 44th Street, San Diego, CA, United States",Acknowledged,"RESIDENT AT 3604 44TH STREET COMPLAINS ABOUT THE GIANT TREE FRONTING HIS PROPERTY. HE MENTIONED THE FRUITS AND LEAVES FROM THE TREE FALL ON THE SIDEWALK MAKING THE SIDEWALK DIRTY, MESSY AND SLIPPERY. PLEASE TAKE CARE OF THIS ISSUE.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MRLAA2,,1
102233,Curb,32.8275734,-117.2769628,8/29/16,"Curb Damage at 6600-6602 La Jolla Blvd, La Jolla, CA 92037, USA",Acknowledged,Please repair broken and deteriorated curb on west side of La Jolla Bl between Rosemont St and the alley to the north,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MUKAA2,,1
102234,Tree Hazard,32.7441644,-117.1000907,8/29/16,"Tree Hazard  at 3604 44th Street, San Diego, CA, United States",Duplicate,THE HUGE TREE IN FRONT OF 3604 44TH ST HAS BRANCHES AND LEAVES FALLING ON THE SIDEWALK AND SOMETIMES ON PARKED VEHICLES. PLEASE TRIM THE VEGETATION.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MUoAAM,,1
102239,Tree Hazard,32.76287169,-117.1363929,8/29/16,"Tree/Limb Fallen or Hanging at HAMILTON ST & ADAMS AV,, 92116",Acknowledged,Per consumer: Dead tree branch hanging over parking area. Entire tree seems to be unhealthy.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Mf8AAE,,1
102241,Graffiti,32.80753571,-117.2373552,8/29/16,Graffiti Removal at BERYL ST & LAMONT ST-4 ST LIGHT POLES,Acknowledged,"GRAFFITI REMOVAL OF STICKERS ON ALL 4 STREET LIGHT POLES,  WILL NEED A BUCKET TO GET TO THEM",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Mg6AAE,,1
102242,Litter/Dumping,32.751063,-117.153283,8/29/16,"Litter/Dumping Open Space/Canyon/Park at Vermont Street Bridge San Diego, CA 92103",Closed - Referred,"Illegal campsites,litter trash drug dealing",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MgaAAE,,1
102244,Pothole,32.82421,-117.257781,8/29/16,"Pothole  at 6022 La Jolla Mesa Drive, CA, United States",Duplicate,"there is extensive tree root damage to the street in front of our house. Cars are scrapping their front fenders, motorcylcists are nearly crashing, people in cars have to brake suddenly or drive on the wrong side of the road on a blind curve. This is very dangerous and should be fixed immediately Dr Robert Gish",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Ml6AAE,,1
102245,Graffiti,32.7509689,-117.1535146,8/29/16,"Graffiti  at Vermont Street Bridge, San Diego, CA, United States",Duplicate,Someone sprayed graffiti on the concrete (I'm guessing a 20' span of so) at the center of the Vermont Street bridge.  Brown spray paint... All a bunch of jibberish.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MoPAAU,,1
102246,Tree Hazard,32.751044,-117.238459,8/29/16,"Tree Hazard  at 4662 West Point Loma Boulevard, San Diego, CA, United States",Acknowledged,Palm tree has overgrown the curb & gutter.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MpXAAU,,1
102247,Street Light,32.9630925,-117.1217733,8/29/16,Street Light Light Out at cima bella and vista tercera,Duplicate,Streetlight is out. Please repair when you can. Preferably sooner than later. Never realized how dang dark it gets without it. Thanks much!,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Mr9AAE,,1
102249,Traffic Sign,32.8118076,-117.2626797,8/29/16,"Traffic Sign  at 715 Colima Street, CA 92037",Acknowledged,"Follow up on service reports #00087454, #00087450. As of today, the first day of school Aug. 29, there are 3 cones blocking the entrance of 5300 block of Waverly Ave.   I also contacted Bird Rock Elementary School and spoke with Sara Lopez, Building & Grounds Supervisor.  She confirmed the school did not set out the cones at the entrance of the 5300 block of Waverly Ave.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MtAAAU,,1
102252,Graffiti,32.68072375,-117.0551347,8/29/16,"Graffiti Removal at 6313 POTOMAC ST, 92139",Acknowledged,GRAFFITI REMOVAL ON WALL,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MwiAAE,,1
102254,Graffiti,32.75143077,-117.1535674,8/29/16,Graffiti  at Vermont Street Brg,Duplicate,Someone painted all over the walkway of the Vermont Street bridge.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MyKAAU,,1
102257,Graffiti,33.0512199,-117.0457565,8/29/16,"Graffiti  at 13575 Highland Valley Road, Escondido, CA, United States",Acknowledged,There are multiple tags on multiple signs between Pomerado and the county line on Highland Valley Road. The recent material is in red paint. There is also a turn sign that has been shot up with bullets that needs to be replaced. Can your people report that to the same people so that gets done too. Thank you,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MyQAAU,,1
102255,Traffic Sign,32.82029878,-117.1761331,8/29/16,Traffic Sign - Maintain at ON MT ABERNATHY SOUTH OF BALBOA ARMS-CTR MEDIAN,Acknowledged,ON MT ABERNATHY SOUTH OF BALBOA ARMS-SIGN  LAYING THERE,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MyZAAU,,1
102256,Pothole,32.80569776,-117.2008346,8/29/16,Pothole at 3450 CLAIREMONT DR-POTHOLE,Acknowledged,POTHOLE,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034MzDAAU,,1
102259,Sidewalk,32.8223555,-117.1580887,8/29/16,"Sidewalk  at 7710 Balboa Avenue, San Diego, CA, United States",Closed - Referred,Cover is missing to back flow valve.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034N4rAAE,,1
102260,Graffiti,32.77023667,-117.0780862,8/29/16,Graffiti  at 5401?5449 Mary Lane Dr,Acknowledged,Shapes and symbols painted on my wall going down Mary lane drive. Happened on 8/27.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034N5kAAE,,1
102262,Street Light,32.763654,-117.102084,8/29/16,"Street Light Light On During Day at 4707 Van Dyke Ave, San Diego, CA 92116, United States",Acknowledged,"This acorn light at aprox. 4707 Van Dyke Ave, 92116 has been on 24/7 for about 6 months.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034N7CAAU,,1
102263,Street Light,32.69165874,-117.117253,8/29/16,"Light Out at 3500 SILKTREE TER, 92113",Acknowledged,Per consumer: Several (7) lights out at Dorothy Petway Park on the southside near Silktree Ter,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034N7WAAU,,1
102271,Curb,32.7592774,-117.0993663,8/29/16,"Curb Faded Paint at 4426 Monroe Avenue, San Diego, CA, United States",Acknowledged,Red paint has faded on curbs on both sides of my driveway.  Many people park in this faded red area and I have had to call the police numerous times to have the car either ticketed or towed.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NEIAA2,,1
102274,Street Light,32.8063721,-117.2005351,8/29/16,"Street Light Light Out at 3605 Clairemont Drive, San Diego, CA, United States",Acknowledged,"The Clairemont Pool has four pole lights.  Looking at North/West corner pole, the right light is out; Both lights out on North/East pole; and looking at South/East pole, the left light is out.  Streets Division repairs pole lights in parks that are not attached to buildings.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NGTAA2,,1
102275,Tree Hazard,32.706789,-117.14547,8/29/16,"Tree Hazard  at 129 20th Street San Diego, CA 92102",Acknowledged,King palms require trimming. Branches and other tree items are falling on the sidewalk and street causing injury to those walking beneath them.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NGdAAM,,1
102277,Street Light,32.78975708,-117.1448504,8/29/16,"Light Out at 5980 MISSION CENTER RD, 92123",Acknowledged,Per consumer: Street light is out,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NK1AAM,,1
102278,Tree Hazard,32.7731629,-117.106842,8/29/16,"Tree Hazard  at 5262 Marlborough Dr, San Diego, CA, United States",Acknowledged,Palm tree has been dead for about a yr and we fear it may become unstable,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NKQAA2,,1
102279,Pothole,32.72305281,-117.2306218,8/29/16,Pothole  at 1224 Rosecrans St,Acknowledged,Pothole in Right Hand lane. Please repair.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NLdAAM,,1
102282,Litter/Dumping,32.80769832,-117.2195273,8/29/16,Litter/Dumping Open Space/Canyon/Park at 4780 Mission Bay Dr,Closed - Referred,Beginning or end of rose creek path there is a ton of trash down here. Not to mention the homeless people doing drugs on the path under the bridge. This is a beautiful path that should be cleaned up.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NMRAA2,,1
102287,Graffiti,32.77445766,-117.2451349,8/29/16,Graffiti  at 3231?3299 Gleason Rd,Acknowledged,Graffiti inside men's restroom at Bahia Point.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NPzAAM,,1
102288,Street Light,32.923616,-117.135397,8/29/16,"Street Light Light Out at 11139 Westonhill Drive, San Diego, CA, United States",Acknowledged,"Hi, The street light between 11139 Westonhill Drive and Perseus Road is not working for at least 3 months now.  If the City could send a technician to fix it soon it will be great. It gets spooky while walking in the dark at night. I always worry people might just jump out and attack, since Mira Mesa is not the safest areas in San Diego.  thank you for your consideration.  Deniz from 11121 Westonhill Drive)Thank you!",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NQiAAM,,1
102289,Storm Drain,32.76020693,-117.1003056,8/29/16,"Storm Drain Object in drain at 4518-4626 Fairmount Ave, San Diego, CA 92116, USA",Acknowledged,"A big van veered off Southbound Fairmount Avenue a couple of weeks ago, into the storm drain.  It came to a stop and was towed away, but it broke sizable trees into the storm drain / ditch, plus large items were dumped into the drain / ditch before the van was towed out of there.  The drain is blocked, and may also have standing water in it (vector control issue).",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NSAAA2,,1
102290,Street Light,32.714997,-117.167374,8/29/16,Street Light Light Out at N32.71 E117.17,Acknowledged,North and easy side of park at g street and Columbia. Entire lamppost is out an it is a neighborhood safety issue. Lightpost needed to be reinstalled.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NSFAA2,,1
102292,Pothole,32.6900875,-117.1219636,8/29/16,"Pothole  at 3350 Main St, San Diego, CA, United States",Acknowledged,There is a large pothole or sewer divet in the street.  It's located right in front of the bus stop just south of Rigel St.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NSyAAM,,1
102294,Street Light,32.70842031,-117.1611029,8/29/16,Street Light Light On During Day at 426 K St,Acknowledged,Light is on during the day,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NUuAAM,,1
102295,Traffic Signal,33.01831346,-117.1152547,8/29/16,"Traffic Signal Light Out at 16873 4S Ranch Pkwy, San Diego, CA 92127, USA",Closed,The light at the intersection on the south east side is out on green,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NVYAA2,8/30/16,1
102296,Curb,32.76256332,-117.0686149,8/29/16,Curb Faded Paint at 5979?6049 Adams-eval/repaint d/w redzone,Acknowledged,Please consider repainting the drive clearance of the corner house (4689 60th St). This is a high density parking street and new tenants that move in at rental complex are always abusing it when the red fades. Making it difficult to use my driveway.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NVxAAM,,1
102297,Traffic Signal,32.922402,-117.099081,8/29/16,Traffic Signal Flashing Red at N32.92 E117.10,Acknowledged,At Scripps Ranch Blvd and Spencerport Way,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NW2AAM,,1
102300,Graffiti,32.78007787,-117.1103786,8/29/16,Graffiti  at 3819?4099 Ward Rd,Acknowledged,Graffit painted on the back of traffic sign at Ward Rd and Camino Del Rio N.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NWDAA2,,1
102307,Traffic Signal,32.92408184,-117.1000804,8/29/16,Traffic Signal Flashing Red at 11420?11498 Farmingdale St/Scripps Ranch Bl,Acknowledged,All lights flashing red,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NXoAAM,,1
102308,Sidewalk,32.7618207,-117.1927323,8/29/16,Sidewalk  at 32.77N 117.14W,Acknowledged,"Bicycle/walking path on SW side of the Presidio Little League field has a large, lifted section apparently caused by a tree root. It a definite hazard to bicycles & walkers as it's a sharp, 6 inch uplift.  This path connects to the bike path on the S side side of the SD river.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NYSAA2,,1
102310,Traffic Sign,32.74120461,-117.1437102,8/29/16,"Traffic Sign - Maintain at FLORIDA DR & UPAS ST,, 92101",Acknowledged,No Parking sign K/O and now missing. Cars now parking in bad place west of intersection,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NZkAAM,,1
102312,Tree Hazard,32.737566,-117.240725,8/29/16,"Tree Hazard  at 4303 Narragansett Avenue, San Diego, CA, United States",Acknowledged,"We have dead limbs on the tree that could fall on someone walking on the sidewalk. Leaves and branches are hanging down below 8' and I don't think a trash truck can pull up on the curb by the tree.In addition the tree across on Venice  has the same issues but more serious.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NaOAAU,,1
102316,Faded striping,32.6960109,-117.1167642,8/29/16,Faded striping  at S 36th&National-eval faded xwalk at school,Acknowledged,"Crosswalks lines are worn and faded, intersection of an Emerson Elementary School on National Ave and S 36th Street",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NcjAAE,,1
102317,,32.7309839,-117.0976506,8/29/16,"Sidewalk  at 2478 45th St, San Diego, CA, United States",Acknowledged,Hi could we please get side walks on home Ave on the north side between Fairmount and 47th street? . There is a good deal of foot traffic and the new park brings in a great deal of food traffic but it is unsafe for us to walk to the park or walk at night as cars go very fast on home Avenue.(40+ mph)  to walk cross the street legally to get to a safe sidewalk takes 300m on either side. Plus there are many cars that drive recklessly without lights and a sidewalk on this side of the road. Thank you. Please call me at 619_757_4348. Thank you!,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NdIAAU,,1
102318,Tree Hazard,32.6854008,-117.0439393,8/29/16,Tree Hazard  at S. Woodman Street and Jamie Ave,Acknowledged,"Tree branches cover light pole, at night, the visibility is dark for pedestrian crossing.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NdSAAU,,1
102319,Tree Hazard,32.7013392,-117.0612774,8/29/16,Tree Hazard  at Skyline Street and Henson St,Acknowledged,"Home on Skyline Dr and Henson St, trees/shrubs overgrowth encroaches the city sidewalk, pedestrians have to walk onto street to walk around tree branches/shrubs overgrowth.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NeBAAU,,1
102323,Sidewalk,32.810277,-117.211987,8/29/16,"Sidewalk  at 3360-3368 Cadden Drive San Diego, CA 92117",Acknowledged,Uneven sidewalk causing trips and falls.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NhAAAU,,1
102325,Graffiti,32.73321836,-117.1466687,8/29/16,"Graffiti  at 1960-1992 Village Pl, San Diego, CA 92101, USA",Acknowledged,Extremely large graffiti on the wall under the bridge. Could not photograph while driving.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NhjAAE,,1
102326,Street Light,32.7071993,-117.1323147,8/29/16,Street Light Light Out at 144 29th St,Acknowledged,"It's been over a month and this light is still not fixed yet the ticket has been closed. In the meantime we have had drug activity, graffiti, and trash dumping.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Ni8AAE,,1
102327,Street Light,32.7157819,-117.1494791,8/29/16,"Street Light Light Out at 1600 Broadway, San Diego, CA, United States",Acknowledged,Street lights out broadway between 16th and 17th street next to construction site,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NjBAAU,,1
102330,Traffic Signal,32.9171705,-117.1247961,8/29/16,"Signals on Flash at BLACK MTN RD & MIRA MESA BL,, 92126",Assigned,SIGNALS ON FLASH,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NjpAAE,,1
102333,Graffiti,32.6915723,-117.0369406,8/29/16,Graffiti  at 7279?7299 Paradise Valley Rd,Acknowledged,Gang related graffiti,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NkJAAU,,1
102334,Pothole,32.718811,-117.161095,8/29/16,"Pothole  at 1201-1299 Fourth Avenue San Diego, CA 92101",Duplicate,HUGE POTHOLE AT 4TH & A ST,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NlbAAE,,1
102335,Pothole,32.783412,-117.062019,8/29/16,"Pothole  at College Avenue San Diego, CA 92120",Acknowledged,Pothole just south of Del Cerro Bl in southbound lane.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NlgAAE,,1
102339,Street Light,32.948585,-117.214181,8/29/16,"Street Light Light Out at 4809 Tarantella Lane, San Diego, CA, United States",Acknowledged,street light in front 4803 tarantella lane is out and the next street light into the cul-de-sac is also out.  This is making the street very dark and dangerous.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NmKAAU,,1
102343,Graffiti,32.763332,-117.108612,8/30/16,"Graffiti  at 4048 Adams Avenue San Diego, CA 92116",Acknowledged,"Multiple sides stickered, inked/painted. City box?",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NoQAAU,,1
102345,Traffic Signal,32.89371461,-117.1310068,8/30/16,"Signals on Flash at CLAYTON DR & MIRAMAR RD,, 92126",Acknowledged,4 WAY RED FLASH PER PD,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NusAAE,,1
102346,Graffiti,32.6669144,-117.0517238,8/30/16,"Graffiti  at 6240 Parkside Ave, San Diego, CA, United States",Duplicate,"There are steps leading up to a pathway where neighborhood is able to walk and the whole area is littered with graffiti. The graffiti is on the walls, water fountains, light posts. Graffiti is all over the park where the children play.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034NxSAAU,,0
102347,Graffiti,32.80799143,-117.1485377,8/30/16,"Graffiti Removal at 8291 AERO PL, 92123",Acknowledged,Description: In park,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034OFbAAM,,0
102348,Graffiti,32.74027058,-117.1004864,8/30/16,"Graffiti Removal at 4347 THORN ST, 92105",Acknowledged,"Description: Both utility boxes have graffiti and they are on school property, Reffered back from sdge, they do not belong to them",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034OGQAA2,,0
102349,Street Light,32.72955606,-117.2436354,8/30/16,"Light Out at 4116 POINT LOMA AV, 92107",Acknowledged,"For the past couple of week all the city lights have not been working in this area.I have a lot of my resident complaining about their safety and are concerned to walk at night.If this could be remedied as soon as possible, It will be greatly appreciated All the way from W Point Loma Blvd to Leland St to Valeta",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034OJnAAM,,0
102350,Street Light,32.7202931,-117.1339098,8/30/16,"Light Out at 28TH ST & ASH ST,, 92102",Acknowledged,"MULTIPLE ST LIGHTS OUT, 4-5 LIGHTS STARTING AT WEST SIDE OF 28TH",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034OLAAA2,,0
102354,Traffic Signal,32.72023827,-117.2327499,8/30/16,Traffic Signal Signal Facing Wrong Direction at Talbot St/Rosecrans St,Acknowledged,Someone turned the post so the street light is facing the wrong way. Traffic moving south on Rosecrans now have a Green Left Arrow at the same time Talbot traffic moving East has a green light.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034OeWAAU,,0
102356,Curb,32.751627,-117.122984,8/30/16,Curb Damage at 4101 33rd-red zone at fire hydrant,Acknowledged,"There is a fire hydrant moved to a bush on a private property but the city had not painted the curb red. Instead, people are being constantly ticketed.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Oj7AAE,,0
102357,Curb,32.751749,-117.122768,8/30/16,"Curb Damage at 3306 Polk Avenue San Diego, CA 92104",Closed,"The city moved a fire hydrant to 3300 Polk Ave in a bush on a private property. However, it failed to paint the curb red and people are being constantly ticketed unfairly.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034OkjAAE,8/30/16,0
102358,Sidewalk,32.708446,-117.154821,8/30/16,"Sidewalk  at 1068 K Street San Diego, CA 92101",Closed - Referred,Business is blocking the sidewalk with their signs and tables,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034Om1AAE,,0
102359,Sidewalk,32.57137849,-117.0996383,8/30/16,"Sidewalk  at 1365 Triton Ave, San Diego, CA 92154, USA",Acknowledged,"The sidewalk is raised up between 1/4"" and 1/2"".",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034P2TAAU,,0
102360,Sidewalk,32.570801,-117.098711,8/30/16,"Sidewalk  at 1615 Hermes Street, San Diego, CA 92154, United States",Acknowledged,"There is grass growing over the curb and on the sidewalk, narrowing where people can walk.",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034P5XAAU,,0
102362,Graffiti,32.74436033,-117.1549626,8/30/16,"Graffiti Removal at 948 CYPRESS WAY, 92103",Acknowledged,Per consumer: Graffiti removal off fence. It was repainted and now there is graffiti again.,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PEoAAM,,0
102366,Pothole,32.744231,-117.167883,8/30/16,Pothole at 3646 Curlew St,Acknowledged,"There is a new pothole in front of my home,@3646 Curlew St it is in this center of the street. It is small now, but it will be bigger by this evening",https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PQQAA2,,0
102367,Graffiti,32.756012,-117.134469,8/30/16,Graffiti  at N32.76 E117.13,Closed - Referred,Graffiti and homeless encampment/garbage dump at closed Palomar Card Club,https://getitdone.force.com//TSWViewReportDetail?Id=500t00000034PTFAA2,,0
